user_id,date,rr_count,mean_rr,mean_hr
00000000-0000-0000-0000-000000000004,2025-10-09,206,821.1,73.07
00000000-0000-0000-0000-000000000004,2025-10-10,240,848.84,70.68
00000000-0000-0000-0000-000000000004,2025-10-11,281,822.41,72.96
00000000-0000-0000-0000-000000000004,2025-10-12,273,839.73,71.45
00000000-0000-0000-0000-000000000004,2025-10-13,233,827.57,72.5
00000000-0000-0000-0000-000000000004,2025-10-14,281,815.07,73.61
00000000-0000-0000-0000-000000000004,2025-10-15,228,842.45,71.22
00000000-0000-0000-0000-000000000004,2025-10-16,243,835.02,71.85
00000000-0000-0000-0000-000000000004,2025-10-17,299,836.93,71.69
00000000-0000-0000-0000-000000000004,2025-10-18,222,834.16,71.93
00000000-0000-0000-0000-000000000004,2025-10-19,240,814.75,73.64
00000000-0000-0000-0000-000000000004,2025-10-20,275,836.94,71.69
00000000-0000-0000-0000-000000000004,2025-10-21,263,820.52,73.12
00000000-0000-0000-0000-000000000004,2025-10-22,205,839.35,71.48
00000000-0000-0000-0000-000000000004,2025-10-23,287,845.84,70.94
00000000-0000-0000-0000-000000000004,2025-10-24,271,849.13,70.66
00000000-0000-0000-0000-000000000004,2025-10-25,207,814.01,73.71
00000000-0000-0000-0000-000000000004,2025-10-26,264,836.49,71.73
00000000-0000-0000-0000-000000000004,2025-10-27,230,826.31,72.61
00000000-0000-0000-0000-000000000004,2025-10-28,204,826.03,72.64
00000000-0000-0000-0000-000000000004,2025-10-29,266,839.51,71.47
00000000-0000-0000-0000-000000000004,2025-10-30,290,816.92,73.45
00000000-0000-0000-0000-000000000004,2025-10-31,292,841.24,71.32
00000000-0000-0000-0000-000000000004,2025-11-01,275,818.6,73.3
00000000-0000-0000-0000-000000000004,2025-11-02,266,808.54,74.21
00000000-0000-0000-0000-000000000004,2025-11-03,251,805.59,74.48
00000000-0000-0000-0000-000000000004,2025-11-04,272,838.49,71.56
00000000-0000-0000-0000-000000000004,2025-11-05,244,821.44,73.04
00000000-0000-0000-0000-000000000004,2025-11-06,290,835.31,71.83
00000000-0000-0000-0000-000000000004,2025-11-07,252,821.18,73.07
00000000-0000-0000-0000-000000000004,2025-11-08,287,831.52,72.16
00000000-0000-0000-0000-000000000004,2025-11-09,270,848.44,70.72
00000000-0000-0000-0000-000000000004,2025-11-10,217,850.83,70.52
00000000-0000-0000-0000-000000000004,2025-11-11,233,842.88,71.18
00000000-0000-0000-0000-000000000004,2025-11-12,216,831.52,72.16
00000000-0000-0000-0000-000000000004,2025-11-13,249,850.52,70.54
00000000-0000-0000-0000-000000000004,2025-11-14,206,832.49,72.07
00000000-0000-0000-0000-000000000004,2025-11-15,285,856.06,70.09
00000000-0000-0000-0000-000000000004,2025-11-16,273,851.42,70.47
00000000-0000-0000-0000-000000000004,2025-11-17,246,825.61,72.67
00000000-0000-0000-0000-000000000004,2025-11-18,207,843.77,71.11
00000000-0000-0000-0000-000000000004,2025-11-19,274,831.67,72.14
00000000-0000-0000-0000-000000000004,2025-11-20,287,820.68,73.11
00000000-0000-0000-0000-000000000004,2025-11-21,291,833.92,71.95
00000000-0000-0000-0000-000000000004,2025-11-22,280,819.62,73.2
00000000-0000-0000-0000-000000000004,2025-11-23,249,806.98,74.35
00000000-0000-0000-0000-000000000004,2025-11-24,297,831.0,72.2
00000000-0000-0000-0000-000000000004,2025-11-25,291,836.24,71.75
00000000-0000-0000-0000-000000000004,2025-11-26,246,824.08,72.81
00000000-0000-0000-0000-000000000004,2025-11-27,202,836.63,71.72
00000000-0000-0000-0000-000000000004,2025-11-28,239,826.1,72.63
00000000-0000-0000-0000-000000000004,2025-11-29,215,832.12,72.1
00000000-0000-0000-0000-000000000004,2025-11-30,266,816.49,73.49
00000000-0000-0000-0000-000000000004,2025-12-01,247,834.76,71.88
00000000-0000-0000-0000-000000000004,2025-12-02,274,847.97,70.76
00000000-0000-0000-0000-000000000004,2025-12-03,246,822.62,72.94
00000000-0000-0000-0000-000000000004,2025-12-04,286,822.18,72.98
00000000-0000-0000-0000-000000000004,2025-12-05,250,821.78,73.01
00000000-0000-0000-0000-000000000004,2025-12-06,266,811.42,73.94
00000000-0000-0000-0000-000000000004,2025-12-07,260,828.33,72.43
00000000-0000-0000-0000-000000000004,2025-12-08,254,840.27,71.41
00000000-0000-0000-0000-000000000004,2025-12-09,218,839.31,71.49
00000000-0000-0000-0000-000000000004,2025-12-10,300,828.69,72.4
00000000-0000-0000-0000-000000000004,2025-12-11,232,831.09,72.19
00000000-0000-0000-0000-000000000004,2025-12-12,255,827.58,72.5
00000000-0000-0000-0000-000000000004,2025-12-13,220,815.78,73.55
00000000-0000-0000-0000-000000000004,2025-12-14,232,833.7,71.97
00000000-0000-0000-0000-000000000004,2025-12-15,220,832.43,72.08
00000000-0000-0000-0000-000000000004,2025-12-16,299,825.29,72.7
00000000-0000-0000-0000-000000000004,2025-12-17,233,834.51,71.9
00000000-0000-0000-0000-000000000004,2025-12-18,238,836.27,71.75
00000000-0000-0000-0000-000000000004,2025-12-19,216,847.25,70.82
00000000-0000-0000-0000-000000000004,2025-12-20,231,851.08,70.5
00000000-0000-0000-0000-000000000004,2025-12-21,212,829.47,72.34
00000000-0000-0000-0000-000000000004,2025-12-22,255,857.35,69.98
00000000-0000-0000-0000-000000000004,2025-12-23,231,840.27,71.41
00000000-0000-0000-0000-000000000004,2025-12-24,254,826.01,72.64
00000000-0000-0000-0000-000000000004,2025-12-25,257,840.63,71.38
00000000-0000-0000-0000-000000000004,2025-12-26,292,841.42,71.31
00000000-0000-0000-0000-000000000004,2025-12-27,214,837.06,71.68
00000000-0000-0000-0000-000000000004,2025-12-28,294,837.63,71.63
00000000-0000-0000-0000-000000000004,2025-12-29,284,830.95,72.21
00000000-0000-0000-0000-000000000005,2025-09-01,283,804.77,74.56
00000000-0000-0000-0000-000000000005,2025-09-02,285,811.69,73.92
00000000-0000-0000-0000-000000000005,2025-09-03,211,797.19,75.26
00000000-0000-0000-0000-000000000005,2025-09-04,288,821.85,73.01
00000000-0000-0000-0000-000000000005,2025-09-05,246,799.4,75.06
00000000-0000-0000-0000-000000000005,2025-09-06,277,821.49,73.04
00000000-0000-0000-0000-000000000005,2025-09-07,290,806.97,74.35
00000000-0000-0000-0000-000000000005,2025-09-08,231,810.6,74.02
00000000-0000-0000-0000-000000000005,2025-09-09,217,811.96,73.9
00000000-0000-0000-0000-000000000005,2025-09-10,233,803.61,74.66
00000000-0000-0000-0000-000000000005,2025-09-11,211,810.58,74.02
00000000-0000-0000-0000-000000000005,2025-09-12,207,799.83,75.02
00000000-0000-0000-0000-000000000005,2025-09-13,215,808.87,74.18
00000000-0000-0000-0000-000000000005,2025-09-14,250,804.64,74.57
00000000-0000-0000-0000-000000000005,2025-09-15,217,824.8,72.74
00000000-0000-0000-0000-000000000005,2025-09-16,291,811.3,73.96
00000000-0000-0000-0000-000000000005,2025-09-17,294,809.03,74.16
00000000-0000-0000-0000-000000000005,2025-09-18,300,810.91,73.99
00000000-0000-0000-0000-000000000005,2025-09-19,234,793.32,75.63
00000000-0000-0000-0000-000000000005,2025-09-20,208,806.37,74.41
00000000-0000-0000-0000-000000000005,2025-09-21,212,813.91,73.72
00000000-0000-0000-0000-000000000005,2025-09-22,252,792.7,75.69
00000000-0000-0000-0000-000000000005,2025-09-23,247,803.9,74.64
00000000-0000-0000-0000-000000000005,2025-09-24,209,817.55,73.39
00000000-0000-0000-0000-000000000005,2025-09-25,260,812.49,73.85
00000000-0000-0000-0000-000000000005,2025-09-26,242,802.48,74.77
00000000-0000-0000-0000-000000000005,2025-09-27,296,815.98,73.53
00000000-0000-0000-0000-000000000005,2025-09-28,200,795.37,75.44
00000000-0000-0000-0000-000000000005,2025-09-29,246,779.81,76.94
00000000-0000-0000-0000-000000000005,2025-09-30,258,793.2,75.64
00000000-0000-0000-0000-000000000005,2025-10-01,208,793.01,75.66
00000000-0000-0000-0000-000000000005,2025-10-02,218,808.58,74.2
00000000-0000-0000-0000-000000000005,2025-10-03,226,795.05,75.47
00000000-0000-0000-0000-000000000005,2025-10-04,279,797.83,75.2
00000000-0000-0000-0000-000000000005,2025-10-05,273,810.24,74.05
00000000-0000-0000-0000-000000000005,2025-10-06,241,804.76,74.56
00000000-0000-0000-0000-000000000005,2025-10-07,200,827.1,72.54
00000000-0000-0000-0000-000000000005,2025-10-08,279,823.68,72.84
00000000-0000-0000-0000-000000000005,2025-10-09,253,798.59,75.13
00000000-0000-0000-0000-000000000005,2025-10-10,248,808.32,74.23
00000000-0000-0000-0000-000000000005,2025-10-11,217,817.36,73.41
00000000-0000-0000-0000-000000000005,2025-10-12,250,797.68,75.22
00000000-0000-0000-0000-000000000005,2025-10-13,213,816.36,73.5
00000000-0000-0000-0000-000000000005,2025-10-14,257,806.0,74.44
00000000-0000-0000-0000-000000000005,2025-10-15,239,825.14,72.71
00000000-0000-0000-0000-000000000005,2025-10-16,253,794.24,75.54
00000000-0000-0000-0000-000000000005,2025-10-17,259,789.2,76.03
00000000-0000-0000-0000-000000000005,2025-10-18,233,785.11,76.42
00000000-0000-0000-0000-000000000005,2025-10-19,271,789.03,76.04
00000000-0000-0000-0000-000000000005,2025-10-20,233,813.79,73.73
00000000-0000-0000-0000-000000000005,2025-10-21,293,823.7,72.84
00000000-0000-0000-0000-000000000005,2025-10-22,277,815.99,73.53
00000000-0000-0000-0000-000000000005,2025-10-23,296,822.8,72.92
00000000-0000-0000-0000-000000000005,2025-10-24,246,819.02,73.26
00000000-0000-0000-0000-000000000005,2025-10-25,216,808.03,74.25
00000000-0000-0000-0000-000000000005,2025-10-26,281,791.95,75.76
00000000-0000-0000-0000-000000000005,2025-10-27,263,820.69,73.11
00000000-0000-0000-0000-000000000005,2025-10-28,265,824.41,72.78
00000000-0000-0000-0000-000000000005,2025-10-29,280,806.47,74.4
00000000-0000-0000-0000-000000000005,2025-10-30,297,813.38,73.77
00000000-0000-0000-0000-000000000005,2025-10-31,300,800.04,75.0
00000000-0000-0000-0000-000000000005,2025-11-01,272,805.96,74.44
00000000-0000-0000-0000-000000000005,2025-11-02,278,822.69,72.93
00000000-0000-0000-0000-000000000005,2025-11-03,226,818.04,73.35
00000000-0000-0000-0000-000000000005,2025-11-04,254,807.35,74.32
00000000-0000-0000-0000-000000000005,2025-11-05,211,808.71,74.19
00000000-0000-0000-0000-000000000005,2025-11-06,201,818.84,73.27
00000000-0000-0000-0000-000000000005,2025-11-07,288,816.98,73.44
00000000-0000-0000-0000-000000000005,2025-11-08,237,806.83,74.37
00000000-0000-0000-0000-000000000005,2025-11-09,213,802.26,74.79
00000000-0000-0000-0000-000000000005,2025-11-10,257,824.83,72.74
00000000-0000-0000-0000-000000000005,2025-11-11,244,827.45,72.51
00000000-0000-0000-0000-000000000005,2025-11-12,225,787.76,76.17
00000000-0000-0000-0000-000000000005,2025-11-13,273,828.53,72.42
00000000-0000-0000-0000-000000000005,2025-11-14,285,836.89,71.69
00000000-0000-0000-0000-000000000005,2025-11-15,284,827.53,72.51
00000000-0000-0000-0000-000000000005,2025-11-16,245,794.28,75.54
00000000-0000-0000-0000-000000000005,2025-11-17,296,820.55,73.12
00000000-0000-0000-0000-000000000005,2025-11-18,208,825.03,72.72
00000000-0000-0000-0000-000000000005,2025-11-19,204,824.39,72.78
00000000-0000-0000-0000-000000000005,2025-11-20,230,810.26,74.05
00000000-0000-0000-0000-000000000005,2025-11-21,201,817.15,73.43
00000000-0000-0000-0000-000000000005,2025-11-22,286,824.12,72.81
00000000-0000-0000-0000-000000000005,2025-11-23,213,832.76,72.05
00000000-0000-0000-0000-000000000005,2025-11-24,249,821.93,73.0
00000000-0000-0000-0000-000000000005,2025-11-25,276,832.13,72.1
00000000-0000-0000-0000-000000000005,2025-11-26,255,793.93,75.57
00000000-0000-0000-0000-000000000005,2025-11-27,234,812.72,73.83
00000000-0000-0000-0000-000000000005,2025-11-28,224,789.55,75.99
00000000-0000-0000-0000-000000000005,2025-11-29,211,811.62,73.93
00000000-0000-0000-0000-000000000005,2025-11-30,244,818.16,73.34
00000000-0000-0000-0000-000000000005,2025-12-01,291,816.85,73.45
00000000-0000-0000-0000-000000000005,2025-12-02,241,798.22,75.17
00000000-0000-0000-0000-000000000005,2025-12-03,251,805.89,74.45
00000000-0000-0000-0000-000000000005,2025-12-04,300,795.84,75.39
00000000-0000-0000-0000-000000000005,2025-12-05,223,809.61,74.11
00000000-0000-0000-0000-000000000005,2025-12-06,229,818.83,73.27
00000000-0000-0000-0000-000000000005,2025-12-07,202,796.18,75.36
00000000-0000-0000-0000-000000000005,2025-12-08,250,820.43,73.13
00000000-0000-0000-0000-000000000005,2025-12-09,284,829.27,72.35
00000000-0000-0000-0000-000000000005,2025-12-10,289,789.95,75.95
00000000-0000-0000-0000-000000000005,2025-12-11,234,802.59,74.76
00000000-0000-0000-0000-000000000005,2025-12-12,259,793.3,75.63
00000000-0000-0000-0000-000000000005,2025-12-13,236,787.23,76.22
00000000-0000-0000-0000-000000000005,2025-12-14,290,788.57,76.09
00000000-0000-0000-0000-000000000005,2025-12-15,222,785.25,76.41
00000000-0000-0000-0000-000000000005,2025-12-16,280,795.28,75.45
00000000-0000-0000-0000-000000000005,2025-12-17,244,797.5,75.24
00000000-0000-0000-0000-000000000005,2025-12-18,238,809.35,74.13
00000000-0000-0000-0000-000000000005,2025-12-19,229,799.41,75.06
00000000-0000-0000-0000-000000000005,2025-12-20,238,807.74,74.28
00000000-0000-0000-0000-000000000005,2025-12-21,203,817.36,73.41
00000000-0000-0000-0000-000000000005,2025-12-22,252,818.45,73.31
00000000-0000-0000-0000-000000000005,2025-12-23,209,811.33,73.95
00000000-0000-0000-0000-000000000005,2025-12-24,263,806.45,74.4
00000000-0000-0000-0000-000000000005,2025-12-25,254,806.13,74.43
00000000-0000-0000-0000-000000000005,2025-12-26,258,787.04,76.23
00000000-0000-0000-0000-000000000005,2025-12-27,300,801.12,74.89
00000000-0000-0000-0000-000000000005,2025-12-28,275,808.87,74.18
00000000-0000-0000-0000-000000000005,2025-12-29,218,785.43,76.39
00000000-0000-0000-0000-000000000006,2025-09-01,213,843.82,71.11
00000000-0000-0000-0000-000000000006,2025-09-02,237,837.85,71.61
00000000-0000-0000-0000-000000000006,2025-09-03,245,840.09,71.42
00000000-0000-0000-0000-000000000006,2025-09-04,247,827.05,72.55
00000000-0000-0000-0000-000000000006,2025-09-05,248,852.34,70.39
00000000-0000-0000-0000-000000000006,2025-09-06,240,845.33,70.98
00000000-0000-0000-0000-000000000006,2025-09-07,266,850.29,70.56
00000000-0000-0000-0000-000000000006,2025-09-08,283,832.98,72.03
00000000-0000-0000-0000-000000000006,2025-09-09,214,845.68,70.95
00000000-0000-0000-0000-000000000006,2025-09-10,227,826.07,72.63
00000000-0000-0000-0000-000000000006,2025-09-11,279,842.79,71.19
00000000-0000-0000-0000-000000000006,2025-09-12,214,858.79,69.87
00000000-0000-0000-0000-000000000006,2025-09-13,215,837.17,71.67
00000000-0000-0000-0000-000000000006,2025-09-14,221,835.95,71.77
00000000-0000-0000-0000-000000000006,2025-09-15,284,867.3,69.18
00000000-0000-0000-0000-000000000006,2025-09-16,244,837.32,71.66
00000000-0000-0000-0000-000000000006,2025-09-17,258,847.28,70.82
00000000-0000-0000-0000-000000000006,2025-09-18,286,845.05,71.0
00000000-0000-0000-0000-000000000006,2025-09-19,208,847.81,70.77
00000000-0000-0000-0000-000000000006,2025-09-20,226,838.69,71.54
00000000-0000-0000-0000-000000000006,2025-09-21,271,814.62,73.65
00000000-0000-0000-0000-000000000006,2025-09-22,261,824.98,72.73
00000000-0000-0000-0000-000000000006,2025-09-23,296,849.42,70.64
00000000-0000-0000-0000-000000000006,2025-09-24,252,842.28,71.24
00000000-0000-0000-0000-000000000006,2025-09-25,244,837.5,71.64
00000000-0000-0000-0000-000000000006,2025-09-26,206,854.26,70.24
00000000-0000-0000-0000-000000000006,2025-09-27,291,841.29,71.32
00000000-0000-0000-0000-000000000006,2025-09-28,253,829.84,72.3
00000000-0000-0000-0000-000000000006,2025-09-29,232,836.35,71.74
00000000-0000-0000-0000-000000000006,2025-09-30,275,830.16,72.28
00000000-0000-0000-0000-000000000006,2025-10-01,207,820.48,73.13
00000000-0000-0000-0000-000000000006,2025-10-02,216,855.08,70.17
00000000-0000-0000-0000-000000000006,2025-10-03,287,835.28,71.83
00000000-0000-0000-0000-000000000006,2025-10-04,216,826.69,72.58
00000000-0000-0000-0000-000000000006,2025-10-05,292,847.16,70.82
00000000-0000-0000-0000-000000000006,2025-10-06,289,844.81,71.02
00000000-0000-0000-0000-000000000006,2025-10-07,207,834.85,71.87
00000000-0000-0000-0000-000000000006,2025-10-08,283,849.03,70.67
00000000-0000-0000-0000-000000000006,2025-10-09,252,854.52,70.21
00000000-0000-0000-0000-000000000006,2025-10-10,244,830.12,72.28
00000000-0000-0000-0000-000000000006,2025-10-11,235,835.96,71.77
00000000-0000-0000-0000-000000000006,2025-10-12,293,836.25,71.75
00000000-0000-0000-0000-000000000006,2025-10-13,232,825.88,72.65
00000000-0000-0000-0000-000000000006,2025-10-14,207,835.19,71.84
00000000-0000-0000-0000-000000000006,2025-10-15,236,841.53,71.3
00000000-0000-0000-0000-000000000006,2025-10-16,286,832.0,72.12
00000000-0000-0000-0000-000000000006,2025-10-17,243,827.66,72.49
00000000-0000-0000-0000-000000000006,2025-10-18,278,844.07,71.08
00000000-0000-0000-0000-000000000006,2025-10-19,263,837.22,71.67
00000000-0000-0000-0000-000000000006,2025-10-20,247,844.88,71.02
00000000-0000-0000-0000-000000000006,2025-10-21,278,824.08,72.81
00000000-0000-0000-0000-000000000006,2025-10-22,234,824.33,72.79
00000000-0000-0000-0000-000000000006,2025-10-23,209,854.82,70.19
00000000-0000-0000-0000-000000000006,2025-10-24,291,851.54,70.46
00000000-0000-0000-0000-000000000006,2025-10-25,202,840.86,71.36
00000000-0000-0000-0000-000000000006,2025-10-26,245,840.28,71.41
00000000-0000-0000-0000-000000000006,2025-10-27,294,839.43,71.48
00000000-0000-0000-0000-000000000006,2025-10-28,235,821.02,73.08
00000000-0000-0000-0000-000000000006,2025-10-29,300,830.14,72.28
00000000-0000-0000-0000-000000000006,2025-10-30,247,840.26,71.41
00000000-0000-0000-0000-000000000006,2025-10-31,226,826.48,72.6
00000000-0000-0000-0000-000000000006,2025-11-01,244,819.47,73.22
00000000-0000-0000-0000-000000000006,2025-11-02,296,826.58,72.59
00000000-0000-0000-0000-000000000006,2025-11-03,221,841.47,71.3
00000000-0000-0000-0000-000000000006,2025-11-04,290,827.94,72.47
00000000-0000-0000-0000-000000000006,2025-11-05,268,813.9,73.72
00000000-0000-0000-0000-000000000006,2025-11-06,261,838.48,71.56
00000000-0000-0000-0000-000000000006,2025-11-07,273,842.36,71.23
00000000-0000-0000-0000-000000000006,2025-11-08,275,839.74,71.45
00000000-0000-0000-0000-000000000006,2025-11-09,276,852.3,70.4
00000000-0000-0000-0000-000000000006,2025-11-10,250,833.22,72.01
00000000-0000-0000-0000-000000000006,2025-11-11,213,851.48,70.47
00000000-0000-0000-0000-000000000006,2025-11-12,226,854.39,70.23
00000000-0000-0000-0000-000000000006,2025-11-13,300,833.89,71.95
00000000-0000-0000-0000-000000000006,2025-11-14,241,836.47,71.73
00000000-0000-0000-0000-000000000006,2025-11-15,221,821.85,73.01
00000000-0000-0000-0000-000000000006,2025-11-16,224,839.59,71.46
00000000-0000-0000-0000-000000000006,2025-11-17,205,867.01,69.2
00000000-0000-0000-0000-000000000006,2025-11-18,201,842.45,71.22
00000000-0000-0000-0000-000000000006,2025-11-19,212,850.8,70.52
00000000-0000-0000-0000-000000000006,2025-11-20,296,833.5,71.99
00000000-0000-0000-0000-000000000006,2025-11-21,267,844.04,71.09
00000000-0000-0000-0000-000000000006,2025-11-22,274,849.47,70.63
00000000-0000-0000-0000-000000000006,2025-11-23,297,844.58,71.04
00000000-0000-0000-0000-000000000006,2025-11-24,292,834.44,71.9
00000000-0000-0000-0000-000000000006,2025-11-25,228,841.13,71.33
00000000-0000-0000-0000-000000000006,2025-11-26,264,842.52,71.22
00000000-0000-0000-0000-000000000006,2025-11-27,230,855.54,70.13
00000000-0000-0000-0000-000000000006,2025-11-28,292,843.93,71.1
00000000-0000-0000-0000-000000000006,2025-11-29,203,832.23,72.1
00000000-0000-0000-0000-000000000006,2025-11-30,285,836.52,71.73
00000000-0000-0000-0000-000000000006,2025-12-01,269,831.91,72.12
00000000-0000-0000-0000-000000000006,2025-12-02,261,834.26,71.92
00000000-0000-0000-0000-000000000006,2025-12-03,292,837.91,71.61
00000000-0000-0000-0000-000000000006,2025-12-04,224,830.63,72.23
00000000-0000-0000-0000-000000000006,2025-12-05,224,838.5,71.56
00000000-0000-0000-0000-000000000006,2025-12-06,256,843.35,71.14
00000000-0000-0000-0000-000000000006,2025-12-07,292,823.75,72.84
00000000-0000-0000-0000-000000000006,2025-12-08,254,841.89,71.27
00000000-0000-0000-0000-000000000006,2025-12-09,245,828.05,72.46
00000000-0000-0000-0000-000000000006,2025-12-10,239,831.76,72.14
00000000-0000-0000-0000-000000000006,2025-12-11,216,821.89,73.0
00000000-0000-0000-0000-000000000006,2025-12-12,257,837.11,71.68
00000000-0000-0000-0000-000000000006,2025-12-13,271,842.19,71.24
00000000-0000-0000-0000-000000000006,2025-12-14,223,803.62,74.66
00000000-0000-0000-0000-000000000006,2025-12-15,288,811.74,73.92
00000000-0000-0000-0000-000000000006,2025-12-16,297,845.68,70.95
00000000-0000-0000-0000-000000000006,2025-12-17,221,824.33,72.79
00000000-0000-0000-0000-000000000006,2025-12-18,218,818.34,73.32
00000000-0000-0000-0000-000000000006,2025-12-19,233,841.08,71.34
00000000-0000-0000-0000-000000000006,2025-12-20,283,835.53,71.81
00000000-0000-0000-0000-000000000006,2025-12-21,224,843.62,71.12
00000000-0000-0000-0000-000000000006,2025-12-22,297,837.6,71.63
00000000-0000-0000-0000-000000000006,2025-12-23,271,837.84,71.61
00000000-0000-0000-0000-000000000006,2025-12-24,209,830.61,72.24
00000000-0000-0000-0000-000000000006,2025-12-25,289,821.45,73.04
00000000-0000-0000-0000-000000000006,2025-12-26,272,839.61,71.46
00000000-0000-0000-0000-000000000006,2025-12-27,254,839.17,71.5
00000000-0000-0000-0000-000000000006,2025-12-28,259,853.95,70.26
00000000-0000-0000-0000-000000000006,2025-12-29,217,842.25,71.24
00000000-0000-0000-0000-000000000007,2025-09-01,208,737.96,81.31
00000000-0000-0000-0000-000000000007,2025-09-02,235,778.51,77.07
00000000-0000-0000-0000-000000000007,2025-09-03,260,757.63,79.19
00000000-0000-0000-0000-000000000007,2025-09-04,259,752.58,79.73
00000000-0000-0000-0000-000000000007,2025-09-05,299,729.2,82.28
00000000-0000-0000-0000-000000000007,2025-09-06,254,753.47,79.63
00000000-0000-0000-0000-000000000007,2025-09-07,215,742.99,80.75
00000000-0000-0000-0000-000000000007,2025-09-08,228,753.79,79.6
00000000-0000-0000-0000-000000000007,2025-09-09,221,749.49,80.05
00000000-0000-0000-0000-000000000007,2025-09-10,233,756.06,79.36
00000000-0000-0000-0000-000000000007,2025-09-11,230,760.36,78.91
00000000-0000-0000-0000-000000000007,2025-09-12,212,758.83,79.07
00000000-0000-0000-0000-000000000007,2025-09-13,204,753.83,79.59
00000000-0000-0000-0000-000000000007,2025-09-14,250,754.04,79.57
00000000-0000-0000-0000-000000000007,2025-09-15,256,758.74,79.08
00000000-0000-0000-0000-000000000007,2025-09-16,226,747.67,80.25
00000000-0000-0000-0000-000000000007,2025-09-17,206,751.31,79.86
00000000-0000-0000-0000-000000000007,2025-09-18,296,765.93,78.34
00000000-0000-0000-0000-000000000007,2025-09-19,252,759.99,78.95
00000000-0000-0000-0000-000000000007,2025-09-20,221,728.99,82.31
00000000-0000-0000-0000-000000000007,2025-09-21,220,762.93,78.64
00000000-0000-0000-0000-000000000007,2025-09-22,222,760.12,78.94
00000000-0000-0000-0000-000000000007,2025-09-23,282,743.54,80.7
00000000-0000-0000-0000-000000000007,2025-09-24,275,760.19,78.93
00000000-0000-0000-0000-000000000007,2025-09-25,268,756.28,79.34
00000000-0000-0000-0000-000000000007,2025-09-26,219,739.58,81.13
00000000-0000-0000-0000-000000000007,2025-09-27,259,748.49,80.16
00000000-0000-0000-0000-000000000007,2025-09-28,271,735.36,81.59
00000000-0000-0000-0000-000000000007,2025-09-29,212,735.1,81.62
00000000-0000-0000-0000-000000000007,2025-09-30,237,738.06,81.29
00000000-0000-0000-0000-000000000007,2025-10-01,274,731.75,82.0
00000000-0000-0000-0000-000000000007,2025-10-02,254,755.96,79.37
00000000-0000-0000-0000-000000000007,2025-10-03,205,754.78,79.49
00000000-0000-0000-0000-000000000007,2025-10-04,233,753.69,79.61
00000000-0000-0000-0000-000000000007,2025-10-05,249,743.51,80.7
00000000-0000-0000-0000-000000000007,2025-10-06,265,765.05,78.43
00000000-0000-0000-0000-000000000007,2025-10-07,256,750.21,79.98
00000000-0000-0000-0000-000000000007,2025-10-08,202,762.46,78.69
00000000-0000-0000-0000-000000000007,2025-10-09,200,763.06,78.63
00000000-0000-0000-0000-000000000007,2025-10-10,239,770.51,77.87
00000000-0000-0000-0000-000000000007,2025-10-11,222,751.03,79.89
00000000-0000-0000-0000-000000000007,2025-10-12,232,761.42,78.8
00000000-0000-0000-0000-000000000007,2025-10-13,232,761.88,78.75
00000000-0000-0000-0000-000000000007,2025-10-14,202,746.86,80.34
00000000-0000-0000-0000-000000000007,2025-10-15,212,747.89,80.23
00000000-0000-0000-0000-000000000007,2025-10-16,298,756.84,79.28
00000000-0000-0000-0000-000000000007,2025-10-17,258,752.26,79.76
00000000-0000-0000-0000-000000000007,2025-10-18,275,763.92,78.54
00000000-0000-0000-0000-000000000007,2025-10-19,276,753.51,79.63
00000000-0000-0000-0000-000000000007,2025-10-20,271,760.38,78.91
00000000-0000-0000-0000-000000000007,2025-10-21,246,748.75,80.13
00000000-0000-0000-0000-000000000007,2025-10-22,232,751.0,79.89
00000000-0000-0000-0000-000000000007,2025-10-23,267,743.96,80.65
00000000-0000-0000-0000-000000000007,2025-10-24,253,749.65,80.04
00000000-0000-0000-0000-000000000007,2025-10-25,273,746.21,80.41
00000000-0000-0000-0000-000000000007,2025-10-26,290,728.93,82.31
00000000-0000-0000-0000-000000000007,2025-10-27,228,742.01,80.86
00000000-0000-0000-0000-000000000007,2025-10-28,260,754.1,79.56
00000000-0000-0000-0000-000000000007,2025-10-29,262,734.45,81.69
00000000-0000-0000-0000-000000000007,2025-10-30,258,731.93,81.98
00000000-0000-0000-0000-000000000007,2025-10-31,207,734.87,81.65
00000000-0000-0000-0000-000000000007,2025-11-01,241,729.02,82.3
00000000-0000-0000-0000-000000000007,2025-11-02,252,732.75,81.88
00000000-0000-0000-0000-000000000007,2025-11-03,284,733.51,81.8
00000000-0000-0000-0000-000000000007,2025-11-04,255,746.71,80.35
00000000-0000-0000-0000-000000000007,2025-11-05,204,747.16,80.3
00000000-0000-0000-0000-000000000007,2025-11-06,266,756.13,79.35
00000000-0000-0000-0000-000000000007,2025-11-07,211,735.79,81.55
00000000-0000-0000-0000-000000000007,2025-11-08,297,747.4,80.28
00000000-0000-0000-0000-000000000007,2025-11-09,256,743.61,80.69
00000000-0000-0000-0000-000000000007,2025-11-10,253,760.86,78.86
00000000-0000-0000-0000-000000000007,2025-11-11,285,767.08,78.22
00000000-0000-0000-0000-000000000007,2025-11-12,243,769.17,78.01
00000000-0000-0000-0000-000000000007,2025-11-13,207,765.19,78.41
00000000-0000-0000-0000-000000000007,2025-11-14,217,754.8,79.49
00000000-0000-0000-0000-000000000007,2025-11-15,252,756.38,79.33
00000000-0000-0000-0000-000000000007,2025-11-16,278,754.77,79.49
