user_id,date,session_type,duration_min
00000000-0000-0000-0000-000000000004,2025-10-21,TRAINING,76.9
00000000-0000-0000-0000-000000000004,2025-10-22,TRAINING,75.2
00000000-0000-0000-0000-000000000004,2025-10-23,TRAINING,83.3
00000000-0000-0000-0000-000000000004,2025-10-24,TRAINING,71.8
00000000-0000-0000-0000-000000000004,2025-10-25,MATCH,88.9
00000000-0000-0000-0000-000000000004,2025-10-26,REST,
00000000-0000-0000-0000-000000000004,2025-10-27,TRAINING,103.4
00000000-0000-0000-0000-000000000004,2025-10-28,TRAINING,73.9
00000000-0000-0000-0000-000000000004,2025-10-29,TRAINING,91.2
00000000-0000-0000-0000-000000000004,2025-10-30,TRAINING,92.2
00000000-0000-0000-0000-000000000004,2025-10-31,TRAINING,78.7
00000000-0000-0000-0000-000000000004,2025-11-01,MATCH,89.1
00000000-0000-0000-0000-000000000004,2025-11-02,REST,
00000000-0000-0000-0000-000000000004,2025-11-03,TRAINING,62.0
00000000-0000-0000-0000-000000000004,2025-11-04,TRAINING,84.2
00000000-0000-0000-0000-000000000004,2025-11-05,TRAINING,82.2
00000000-0000-0000-0000-000000000004,2025-11-06,TRAINING,70.2
00000000-0000-0000-0000-000000000004,2025-11-07,TRAINING,74.3
00000000-0000-0000-0000-000000000004,2025-11-08,MATCH,88.4
00000000-0000-0000-0000-000000000004,2025-11-09,REST,
00000000-0000-0000-0000-000000000004,2025-11-10,TRAINING,49.0
00000000-0000-0000-0000-000000000004,2025-11-11,TRAINING,49.8
00000000-0000-0000-0000-000000000004,2025-11-12,TRAINING,68.5
00000000-0000-0000-0000-000000000004,2025-11-13,TRAINING,80.8
00000000-0000-0000-0000-000000000004,2025-11-14,TRAINING,43.5
00000000-0000-0000-0000-000000000004,2025-11-15,MATCH,97.2
00000000-0000-0000-0000-000000000004,2025-11-16,REST,
00000000-0000-0000-0000-000000000004,2025-11-17,TRAINING,80.4
00000000-0000-0000-0000-000000000004,2025-11-18,TRAINING,94.9
00000000-0000-0000-0000-000000000004,2025-11-19,TRAINING,92.0
00000000-0000-0000-0000-000000000004,2025-11-20,TRAINING,78.0
00000000-0000-0000-0000-000000000004,2025-11-21,TRAINING,47.9
00000000-0000-0000-0000-000000000004,2025-11-22,MATCH,101.4
00000000-0000-0000-0000-000000000004,2025-11-23,REST,
00000000-0000-0000-0000-000000000004,2025-11-24,TRAINING,97.1
00000000-0000-0000-0000-000000000004,2025-11-25,TRAINING,73.9
00000000-0000-0000-0000-000000000004,2025-11-26,TRAINING,62.8
00000000-0000-0000-0000-000000000004,2025-11-27,TRAINING,94.0
00000000-0000-0000-0000-000000000004,2025-11-28,TRAINING,60.1
00000000-0000-0000-0000-000000000004,2025-11-29,MATCH,89.6
00000000-0000-0000-0000-000000000004,2025-11-30,REST,
00000000-0000-0000-0000-000000000004,2025-12-01,TRAINING,81.9
00000000-0000-0000-0000-000000000004,2025-12-02,TRAINING,76.2
00000000-0000-0000-0000-000000000004,2025-12-03,TRAINING,79.6
00000000-0000-0000-0000-000000000004,2025-12-04,TRAINING,62.5
00000000-0000-0000-0000-000000000004,2025-12-05,TRAINING,82.0
00000000-0000-0000-0000-000000000004,2025-12-06,MATCH,82.0
00000000-0000-0000-0000-000000000004,2025-12-07,REST,
00000000-0000-0000-0000-000000000004,2025-12-08,TRAINING,93.6
00000000-0000-0000-0000-000000000004,2025-12-09,TRAINING,46.3
00000000-0000-0000-0000-000000000004,2025-12-10,TRAINING,66.8
00000000-0000-0000-0000-000000000004,2025-12-11,TRAINING,73.7
00000000-0000-0000-0000-000000000004,2025-12-12,TRAINING,92.7
00000000-0000-0000-0000-000000000004,2025-12-13,MATCH,85.0
00000000-0000-0000-0000-000000000004,2025-12-14,REST,
00000000-0000-0000-0000-000000000004,2025-12-15,TRAINING,87.4
00000000-0000-0000-0000-000000000004,2025-12-16,TRAINING,50.0
00000000-0000-0000-0000-000000000004,2025-12-17,TRAINING,66.0
00000000-0000-0000-0000-000000000004,2025-12-18,TRAINING,47.1
00000000-0000-0000-0000-000000000004,2025-12-19,TRAINING,74.9
00000000-0000-0000-0000-000000000004,2025-12-20,MATCH,86.1
00000000-0000-0000-0000-000000000004,2025-12-21,REST,
00000000-0000-0000-0000-000000000004,2025-12-22,TRAINING,64.7
00000000-0000-0000-0000-000000000004,2025-12-23,TRAINING,98.1
00000000-0000-0000-0000-000000000004,2025-12-24,TRAINING,66.7
00000000-0000-0000-0000-000000000004,2025-12-25,TRAINING,95.3
00000000-0000-0000-0000-000000000004,2025-12-26,TRAINING,62.7
00000000-0000-0000-0000-000000000004,2025-12-27,MATCH,90.5
00000000-0000-0000-0000-000000000004,2025-12-28,REST,
00000000-0000-0000-0000-000000000004,2025-12-29,TRAINING,74.2
00000000-0000-0000-0000-000000000005,2025-09-01,TRAINING,53.2
00000000-0000-0000-0000-000000000005,2025-09-02,TRAINING,97.6
00000000-0000-0000-0000-000000000005,2025-09-03,TRAINING,88.0
00000000-0000-0000-0000-000000000005,2025-09-04,TRAINING,83.2
00000000-0000-0000-0000-000000000005,2025-09-05,TRAINING,86.1
00000000-0000-0000-0000-000000000005,2025-09-06,MATCH,84.2
00000000-0000-0000-0000-000000000005,2025-09-07,REST,
00000000-0000-0000-0000-000000000005,2025-09-08,TRAINING,62.2
00000000-0000-0000-0000-000000000005,2025-09-09,TRAINING,78.9
00000000-0000-0000-0000-000000000005,2025-09-10,TRAINING,80.1
00000000-0000-0000-0000-000000000005,2025-09-11,TRAINING,54.8
00000000-0000-0000-0000-000000000005,2025-09-12,TRAINING,77.8
00000000-0000-0000-0000-000000000005,2025-09-13,MATCH,89.8
00000000-0000-0000-0000-000000000005,2025-09-14,REST,
00000000-0000-0000-0000-000000000005,2025-09-15,TRAINING,89.5
00000000-0000-0000-0000-000000000005,2025-09-16,TRAINING,80.1
00000000-0000-0000-0000-000000000005,2025-09-17,TRAINING,99.7
00000000-0000-0000-0000-000000000005,2025-09-18,TRAINING,69.9
00000000-0000-0000-0000-000000000005,2025-09-19,TRAINING,58.6
00000000-0000-0000-0000-000000000005,2025-09-20,MATCH,98.1
00000000-0000-0000-0000-000000000005,2025-09-21,REST,
00000000-0000-0000-0000-000000000005,2025-09-22,TRAINING,80.9
00000000-0000-0000-0000-000000000005,2025-09-23,TRAINING,74.4
00000000-0000-0000-0000-000000000005,2025-09-24,TRAINING,62.7
00000000-0000-0000-0000-000000000005,2025-09-25,TRAINING,70.1
00000000-0000-0000-0000-000000000005,2025-09-26,TRAINING,69.3
00000000-0000-0000-0000-000000000005,2025-09-27,MATCH,84.3
00000000-0000-0000-0000-000000000005,2025-09-28,REST,
00000000-0000-0000-0000-000000000005,2025-09-29,TRAINING,43.4
00000000-0000-0000-0000-000000000005,2025-09-30,TRAINING,69.0
00000000-0000-0000-0000-000000000005,2025-10-01,TRAINING,86.5
00000000-0000-0000-0000-000000000005,2025-10-02,TRAINING,94.6
00000000-0000-0000-0000-000000000005,2025-10-03,TRAINING,90.1
00000000-0000-0000-0000-000000000005,2025-10-04,MATCH,95.4
00000000-0000-0000-0000-000000000005,2025-10-05,REST,
00000000-0000-0000-0000-000000000005,2025-10-06,TRAINING,59.6
00000000-0000-0000-0000-000000000005,2025-10-07,TRAINING,79.2
00000000-0000-0000-0000-000000000005,2025-10-08,TRAINING,83.3
00000000-0000-0000-0000-000000000005,2025-10-09,TRAINING,84.3
00000000-0000-0000-0000-000000000005,2025-10-10,TRAINING,74.1
00000000-0000-0000-0000-000000000005,2025-10-11,MATCH,90.8
00000000-0000-0000-0000-000000000005,2025-10-12,REST,
00000000-0000-0000-0000-000000000005,2025-10-13,TRAINING,105.9
00000000-0000-0000-0000-000000000005,2025-10-14,TRAINING,89.6
00000000-0000-0000-0000-000000000005,2025-10-15,TRAINING,82.7
00000000-0000-0000-0000-000000000005,2025-10-16,TRAINING,85.6
00000000-0000-0000-0000-000000000005,2025-10-17,TRAINING,68.3
00000000-0000-0000-0000-000000000005,2025-10-18,MATCH,93.2
00000000-0000-0000-0000-000000000005,2025-10-19,REST,
00000000-0000-0000-0000-000000000005,2025-10-20,TRAINING,77.1
00000000-0000-0000-0000-000000000005,2025-10-21,TRAINING,87.9
00000000-0000-0000-0000-000000000005,2025-10-22,TRAINING,65.0
00000000-0000-0000-0000-000000000005,2025-10-23,TRAINING,86.6
00000000-0000-0000-0000-000000000005,2025-10-24,TRAINING,70.3
00000000-0000-0000-0000-000000000005,2025-10-25,MATCH,93.9
00000000-0000-0000-0000-000000000005,2025-10-26,REST,
00000000-0000-0000-0000-000000000005,2025-10-27,TRAINING,79.3
00000000-0000-0000-0000-000000000005,2025-10-28,TRAINING,76.0
00000000-0000-0000-0000-000000000005,2025-10-29,TRAINING,71.1
00000000-0000-0000-0000-000000000005,2025-10-30,TRAINING,74.5
00000000-0000-0000-0000-000000000005,2025-10-31,TRAINING,69.0
00000000-0000-0000-0000-000000000005,2025-11-01,MATCH,88.6
00000000-0000-0000-0000-000000000005,2025-11-02,REST,
00000000-0000-0000-0000-000000000005,2025-11-03,TRAINING,82.3
00000000-0000-0000-0000-000000000005,2025-11-04,TRAINING,50.6
00000000-0000-0000-0000-000000000005,2025-11-05,TRAINING,86.5
00000000-0000-0000-0000-000000000005,2025-11-06,TRAINING,86.7
00000000-0000-0000-0000-000000000005,2025-11-07,TRAINING,71.5
00000000-0000-0000-0000-000000000005,2025-11-08,MATCH,90.9
00000000-0000-0000-0000-000000000005,2025-11-09,REST,
00000000-0000-0000-0000-000000000005,2025-11-10,TRAINING,61.2
00000000-0000-0000-0000-000000000005,2025-11-11,TRAINING,81.3
00000000-0000-0000-0000-000000000005,2025-11-12,TRAINING,62.9
00000000-0000-0000-0000-000000000005,2025-11-13,TRAINING,34.4
00000000-0000-0000-0000-000000000005,2025-11-14,TRAINING,67.1
00000000-0000-0000-0000-000000000005,2025-11-15,MATCH,90.8
00000000-0000-0000-0000-000000000005,2025-11-16,REST,
00000000-0000-0000-0000-000000000005,2025-11-17,TRAINING,41.1
00000000-0000-0000-0000-000000000005,2025-11-18,TRAINING,61.1
00000000-0000-0000-0000-000000000005,2025-11-19,TRAINING,55.8
00000000-0000-0000-0000-000000000005,2025-11-20,TRAINING,70.8
00000000-0000-0000-0000-000000000005,2025-11-21,TRAINING,76.9
00000000-0000-0000-0000-000000000005,2025-11-22,MATCH,82.3
00000000-0000-0000-0000-000000000005,2025-11-23,REST,
00000000-0000-0000-0000-000000000005,2025-11-24,TRAINING,66.2
00000000-0000-0000-0000-000000000005,2025-11-25,TRAINING,65.9
00000000-0000-0000-0000-000000000005,2025-11-26,TRAINING,70.8
00000000-0000-0000-0000-000000000005,2025-11-27,TRAINING,70.8
00000000-0000-0000-0000-000000000005,2025-11-28,TRAINING,79.9
00000000-0000-0000-0000-000000000005,2025-11-29,MATCH,86.7
00000000-0000-0000-0000-000000000005,2025-11-30,REST,
00000000-0000-0000-0000-000000000005,2025-12-01,TRAINING,81.4
00000000-0000-0000-0000-000000000005,2025-12-02,TRAINING,67.5
00000000-0000-0000-0000-000000000005,2025-12-03,TRAINING,67.3
00000000-0000-0000-0000-000000000005,2025-12-04,TRAINING,49.1
00000000-0000-0000-0000-000000000005,2025-12-05,TRAINING,59.3
00000000-0000-0000-0000-000000000005,2025-12-06,MATCH,93.0
00000000-0000-0000-0000-000000000005,2025-12-07,REST,
00000000-0000-0000-0000-000000000005,2025-12-08,TRAINING,71.1
00000000-0000-0000-0000-000000000005,2025-12-09,TRAINING,67.6
00000000-0000-0000-0000-000000000005,2025-12-10,TRAINING,87.4
00000000-0000-0000-0000-000000000005,2025-12-11,TRAINING,90.8
00000000-0000-0000-0000-000000000005,2025-12-12,TRAINING,56.3
00000000-0000-0000-0000-000000000005,2025-12-13,MATCH,98.4
00000000-0000-0000-0000-000000000005,2025-12-14,REST,
00000000-0000-0000-0000-000000000005,2025-12-15,TRAINING,74.4
00000000-0000-0000-0000-000000000005,2025-12-16,TRAINING,44.7
00000000-0000-0000-0000-000000000005,2025-12-17,TRAINING,69.6
00000000-0000-0000-0000-000000000005,2025-12-18,TRAINING,76.0
00000000-0000-0000-0000-000000000005,2025-12-19,TRAINING,89.2
00000000-0000-0000-0000-000000000005,2025-12-20,MATCH,96.1
00000000-0000-0000-0000-000000000005,2025-12-21,REST,
00000000-0000-0000-0000-000000000005,2025-12-22,TRAINING,73.3
00000000-0000-0000-0000-000000000005,2025-12-23,TRAINING,60.3
00000000-0000-0000-0000-000000000005,2025-12-24,TRAINING,80.6
00000000-0000-0000-0000-000000000005,2025-12-25,TRAINING,82.9
00000000-0000-0000-0000-000000000005,2025-12-26,TRAINING,86.9
00000000-0000-0000-0000-000000000005,2025-12-27,MATCH,97.0
00000000-0000-0000-0000-000000000005,2025-12-28,REST,
00000000-0000-0000-0000-000000000005,2025-12-29,TRAINING,76.6
00000000-0000-0000-0000-000000000006,2025-09-01,TRAINING,83.9
00000000-0000-0000-0000-000000000006,2025-09-02,TRAINING,77.4
00000000-0000-0000-0000-000000000006,2025-09-03,TRAINING,74.7
00000000-0000-0000-0000-000000000006,2025-09-04,TRAINING,72.4
00000000-0000-0000-0000-000000000006,2025-09-05,TRAINING,72.7
00000000-0000-0000-0000-000000000006,2025-09-06,MATCH,82.8
00000000-0000-0000-0000-000000000006,2025-09-07,REST,
00000000-0000-0000-0000-000000000006,2025-09-08,TRAINING,72.8
00000000-0000-0000-0000-000000000006,2025-09-09,TRAINING,66.5
00000000-0000-0000-0000-000000000006,2025-09-10,TRAINING,75.9
00000000-0000-0000-0000-000000000006,2025-09-11,TRAINING,73.5
00000000-0000-0000-0000-000000000006,2025-09-12,TRAINING,66.9
00000000-0000-0000-0000-000000000006,2025-09-13,MATCH,91.9
00000000-0000-0000-0000-000000000006,2025-09-14,REST,
00000000-0000-0000-0000-000000000006,2025-09-15,TRAINING,85.7
00000000-0000-0000-0000-000000000006,2025-09-16,TRAINING,73.5
00000000-0000-0000-0000-000000000006,2025-09-17,TRAINING,91.0
00000000-0000-0000-0000-000000000006,2025-09-18,TRAINING,65.6
00000000-0000-0000-0000-000000000006,2025-09-19,TRAINING,81.2
00000000-0000-0000-0000-000000000006,2025-09-20,MATCH,89.6
00000000-0000-0000-0000-000000000006,2025-09-21,REST,
00000000-0000-0000-0000-000000000006,2025-09-22,TRAINING,41.8
00000000-0000-0000-0000-000000000006,2025-09-23,TRAINING,72.6
00000000-0000-0000-0000-000000000006,2025-09-24,TRAINING,96.2
00000000-0000-0000-0000-000000000006,2025-09-25,TRAINING,62.6
00000000-0000-0000-0000-000000000006,2025-09-26,TRAINING,67.8
00000000-0000-0000-0000-000000000006,2025-09-27,MATCH,87.5
00000000-0000-0000-0000-000000000006,2025-09-28,REST,
00000000-0000-0000-0000-000000000006,2025-09-29,TRAINING,87.9
00000000-0000-0000-0000-000000000006,2025-09-30,TRAINING,69.4
00000000-0000-0000-0000-000000000006,2025-10-01,TRAINING,74.7
00000000-0000-0000-0000-000000000006,2025-10-02,TRAINING,49.3
00000000-0000-0000-0000-000000000006,2025-10-03,TRAINING,86.3
00000000-0000-0000-0000-000000000006,2025-10-04,MATCH,90.3
00000000-0000-0000-0000-000000000006,2025-10-05,REST,
00000000-0000-0000-0000-000000000006,2025-10-06,TRAINING,57.2
00000000-0000-0000-0000-000000000006,2025-10-07,TRAINING,48.5
00000000-0000-0000-0000-000000000006,2025-10-08,TRAINING,87.3
00000000-0000-0000-0000-000000000006,2025-10-09,TRAINING,71.7
00000000-0000-0000-0000-000000000006,2025-10-10,TRAINING,77.6
00000000-0000-0000-0000-000000000006,2025-10-11,MATCH,99.3
00000000-0000-0000-0000-000000000006,2025-10-12,REST,
00000000-0000-0000-0000-000000000006,2025-10-13,TRAINING,86.6
00000000-0000-0000-0000-000000000006,2025-10-14,TRAINING,94.1
00000000-0000-0000-0000-000000000006,2025-10-15,TRAINING,75.4
00000000-0000-0000-0000-000000000006,2025-10-16,TRAINING,83.4
00000000-0000-0000-0000-000000000006,2025-10-17,TRAINING,83.2
00000000-0000-0000-0000-000000000006,2025-10-18,MATCH,87.0
00000000-0000-0000-0000-000000000006,2025-10-19,REST,
00000000-0000-0000-0000-000000000006,2025-10-20,TRAINING,89.6
00000000-0000-0000-0000-000000000006,2025-10-21,TRAINING,64.0
00000000-0000-0000-0000-000000000006,2025-10-22,TRAINING,86.0
00000000-0000-0000-0000-000000000006,2025-10-23,TRAINING,80.4
00000000-0000-0000-0000-000000000006,2025-10-24,TRAINING,73.7
00000000-0000-0000-0000-000000000006,2025-10-25,MATCH,88.5
00000000-0000-0000-0000-000000000006,2025-10-26,REST,
00000000-0000-0000-0000-000000000006,2025-10-27,TRAINING,60.3
00000000-0000-0000-0000-000000000006,2025-10-28,TRAINING,63.5
00000000-0000-0000-0000-000000000006,2025-10-29,TRAINING,73.9
00000000-0000-0000-0000-000000000006,2025-10-30,TRAINING,65.9
00000000-0000-0000-0000-000000000006,2025-10-31,TRAINING,78.0
00000000-0000-0000-0000-000000000006,2025-11-01,MATCH,91.5
00000000-0000-0000-0000-000000000006,2025-11-02,REST,
00000000-0000-0000-0000-000000000006,2025-11-03,TRAINING,120.0
00000000-0000-0000-0000-000000000006,2025-11-04,TRAINING,69.3
00000000-0000-0000-0000-000000000006,2025-11-05,TRAINING,47.4
00000000-0000-0000-0000-000000000006,2025-11-06,TRAINING,104.9
00000000-0000-0000-0000-000000000006,2025-11-07,TRAINING,49.0
00000000-0000-0000-0000-000000000006,2025-11-08,MATCH,97.3
00000000-0000-0000-0000-000000000006,2025-11-09,REST,
00000000-0000-0000-0000-000000000006,2025-11-10,TRAINING,62.4
00000000-0000-0000-0000-000000000006,2025-11-11,TRAINING,66.6
00000000-0000-0000-0000-000000000006,2025-11-12,TRAINING,95.1
00000000-0000-0000-0000-000000000006,2025-11-13,TRAINING,81.8
00000000-0000-0000-0000-000000000006,2025-11-14,TRAINING,55.1
00000000-0000-0000-0000-000000000006,2025-11-15,MATCH,83.3
00000000-0000-0000-0000-000000000006,2025-11-16,REST,
00000000-0000-0000-0000-000000000006,2025-11-17,TRAINING,79.6
00000000-0000-0000-0000-000000000006,2025-11-18,TRAINING,59.6
00000000-0000-0000-0000-000000000006,2025-11-19,TRAINING,82.6
00000000-0000-0000-0000-000000000006,2025-11-20,TRAINING,84.1
00000000-0000-0000-0000-000000000006,2025-11-21,TRAINING,63.8
00000000-0000-0000-0000-000000000006,2025-11-22,MATCH,87.4
00000000-0000-0000-0000-000000000006,2025-11-23,REST,
00000000-0000-0000-0000-000000000006,2025-11-24,TRAINING,80.0
00000000-0000-0000-0000-000000000006,2025-11-25,TRAINING,63.2
00000000-0000-0000-0000-000000000006,2025-11-26,TRAINING,76.2
00000000-0000-0000-0000-000000000006,2025-11-27,TRAINING,110.3
00000000-0000-0000-0000-000000000006,2025-11-28,TRAINING,80.8
00000000-0000-0000-0000-000000000006,2025-11-29,MATCH,88.2
00000000-0000-0000-0000-000000000006,2025-11-30,REST,
00000000-0000-0000-0000-000000000006,2025-12-01,TRAINING,106.8
00000000-0000-0000-0000-000000000006,2025-12-02,TRAINING,87.3
00000000-0000-0000-0000-000000000006,2025-12-03,TRAINING,60.0
00000000-0000-0000-0000-000000000006,2025-12-04,TRAINING,62.4
00000000-0000-0000-0000-000000000006,2025-12-05,TRAINING,50.4
00000000-0000-0000-0000-000000000006,2025-12-06,MATCH,91.6
00000000-0000-0000-0000-000000000006,2025-12-07,REST,
00000000-0000-0000-0000-000000000006,2025-12-08,TRAINING,45.2
00000000-0000-0000-0000-000000000006,2025-12-09,TRAINING,106.8
00000000-0000-0000-0000-000000000006,2025-12-10,TRAINING,71.1
00000000-0000-0000-0000-000000000006,2025-12-11,TRAINING,88.3
00000000-0000-0000-0000-000000000006,2025-12-12,TRAINING,69.8
00000000-0000-0000-0000-000000000006,2025-12-13,MATCH,91.5
00000000-0000-0000-0000-000000000006,2025-12-14,REST,
00000000-0000-0000-0000-000000000006,2025-12-15,TRAINING,73.0
00000000-0000-0000-0000-000000000006,2025-12-16,TRAINING,95.7
00000000-0000-0000-0000-000000000006,2025-12-17,TRAINING,82.2
00000000-0000-0000-0000-000000000006,2025-12-18,TRAINING,69.2
00000000-0000-0000-0000-000000000006,2025-12-19,TRAINING,83.1
00000000-0000-0000-0000-000000000006,2025-12-20,MATCH,84.0
00000000-0000-0000-0000-000000000006,2025-12-21,REST,
00000000-0000-0000-0000-000000000006,2025-12-22,TRAINING,81.3
00000000-0000-0000-0000-000000000006,2025-12-23,TRAINING,104.3
00000000-0000-0000-0000-000000000006,2025-12-24,TRAINING,88.6
00000000-0000-0000-0000-000000000006,2025-12-25,TRAINING,85.6
00000000-0000-0000-0000-000000000006,2025-12-26,TRAINING,96.1
00000000-0000-0000-0000-000000000006,2025-12-27,MATCH,93.0
00000000-0000-0000-0000-000000000006,2025-12-28,REST,
00000000-0000-0000-0000-000000000006,2025-12-29,TRAINING,78.4
00000000-0000-0000-0000-000000000007,2025-09-01,TRAINING,64.0
00000000-0000-0000-0000-000000000007,2025-09-02,TRAINING,59.7
00000000-0000-0000-0000-000000000007,2025-09-03,TRAINING,81.1
00000000-0000-0000-0000-000000000007,2025-09-04,TRAINING,60.0
00000000-0000-0000-0000-000000000007,2025-09-05,TRAINING,57.9
00000000-0000-0000-0000-000000000007,2025-09-06,MATCH,94.3
00000000-0000-0000-0000-000000000007,2025-09-07,REST,
00000000-0000-0000-0000-000000000007,2025-09-08,TRAINING,84.5
00000000-0000-0000-0000-000000000007,2025-09-09,TRAINING,75.4
00000000-0000-0000-0000-000000000007,2025-09-10,TRAINING,72.0
00000000-0000-0000-0000-000000000007,2025-09-11,TRAINING,48.6
00000000-0000-0000-0000-000000000007,2025-09-12,TRAINING,93.2
00000000-0000-0000-0000-000000000007,2025-09-13,MATCH,86.8
00000000-0000-0000-0000-000000000007,2025-09-14,REST,
00000000-0000-0000-0000-000000000007,2025-09-15,TRAINING,71.7
00000000-0000-0000-0000-000000000007,2025-09-16,TRAINING,83.9
00000000-0000-0000-0000-000000000007,2025-09-17,TRAINING,82.6
00000000-0000-0000-0000-000000000007,2025-09-18,TRAINING,76.3
00000000-0000-0000-0000-000000000007,2025-09-19,TRAINING,70.0
00000000-0000-0000-0000-000000000007,2025-09-20,MATCH,90.5
00000000-0000-0000-0000-000000000007,2025-09-21,REST,
00000000-0000-0000-0000-000000000007,2025-09-22,TRAINING,77.7
00000000-0000-0000-0000-000000000007,2025-09-23,TRAINING,57.0
00000000-0000-0000-0000-000000000007,2025-09-24,TRAINING,68.3
00000000-0000-0000-0000-000000000007,2025-09-25,TRAINING,83.7
00000000-0000-0000-0000-000000000007,2025-09-26,TRAINING,58.5
00000000-0000-0000-0000-000000000007,2025-09-27,MATCH,91.4
00000000-0000-0000-0000-000000000007,2025-09-28,REST,
00000000-0000-0000-0000-000000000007,2025-09-29,TRAINING,70.8
00000000-0000-0000-0000-000000000007,2025-09-30,TRAINING,69.8
00000000-0000-0000-0000-000000000007,2025-10-01,TRAINING,98.9
00000000-0000-0000-0000-000000000007,2025-10-02,TRAINING,92.7
00000000-0000-0000-0000-000000000007,2025-10-03,TRAINING,53.0
00000000-0000-0000-0000-000000000007,2025-10-04,MATCH,85.8
00000000-0000-0000-0000-000000000007,2025-10-05,REST,
00000000-0000-0000-0000-000000000007,2025-10-06,TRAINING,73.6
00000000-0000-0000-0000-000000000007,2025-10-07,TRAINING,93.8
00000000-0000-0000-0000-000000000007,2025-10-08,TRAINING,68.3
00000000-0000-0000-0000-000000000007,2025-10-09,TRAINING,76.1
00000000-0000-0000-0000-000000000007,2025-10-10,TRAINING,77.7
00000000-0000-0000-0000-000000000007,2025-10-11,MATCH,96.2
00000000-0000-0000-0000-000000000007,2025-10-12,REST,
00000000-0000-0000-0000-000000000007,2025-10-13,TRAINING,60.6
00000000-0000-0000-0000-000000000007,2025-10-14,TRAINING,73.6
00000000-0000-0000-0000-000000000007,2025-10-15,TRAINING,82.5
00000000-0000-0000-0000-000000000007,2025-10-16,TRAINING,58.7
00000000-0000-0000-0000-000000000007,2025-10-17,TRAINING,76.5
00000000-0000-0000-0000-000000000007,2025-10-18,MATCH,89.7
00000000-0000-0000-0000-000000000007,2025-10-19,REST,
00000000-0000-0000-0000-000000000007,2025-10-20,TRAINING,89.6
00000000-0000-0000-0000-000000000007,2025-10-21,TRAINING,87.4
00000000-0000-0000-0000-000000000007,2025-10-22,TRAINING,55.3
00000000-0000-0000-0000-000000000007,2025-10-23,TRAINING,91.8
00000000-0000-0000-0000-000000000007,2025-10-24,TRAINING,79.8
00000000-0000-0000-0000-000000000007,2025-10-25,MATCH,95.3
00000000-0000-0000-0000-000000000007,2025-10-26,REST,
00000000-0000-0000-0000-000000000007,2025-10-27,TRAINING,61.3
00000000-0000-0000-0000-000000000007,2025-10-28,TRAINING,83.0
00000000-0000-0000-0000-000000000007,2025-10-29,TRAINING,65.0
00000000-0000-0000-0000-000000000007,2025-10-30,TRAINING,49.9
00000000-0000-0000-0000-000000000007,2025-10-31,TRAINING,60.7
00000000-0000-0000-0000-000000000007,2025-11-01,MATCH,87.4
00000000-0000-0000-0000-000000000007,2025-11-02,REST,
00000000-0000-0000-0000-000000000007,2025-11-03,TRAINING,63.6
00000000-0000-0000-0000-000000000007,2025-11-04,TRAINING,103.3
00000000-0000-0000-0000-000000000007,2025-11-05,TRAINING,80.3
00000000-0000-0000-0000-000000000007,2025-11-06,TRAINING,87.7
00000000-0000-0000-0000-000000000007,2025-11-07,TRAINING,62.6
00000000-0000-0000-0000-000000000007,2025-11-08,MATCH,80.9
00000000-0000-0000-0000-000000000007,2025-11-09,REST,
00000000-0000-0000-0000-000000000007,2025-11-10,TRAINING,106.0
00000000-0000-0000-0000-000000000007,2025-11-11,TRAINING,43.1
00000000-0000-0000-0000-000000000007,2025-11-12,TRAINING,61.4
00000000-0000-0000-0000-000000000007,2025-11-13,TRAINING,84.4
00000000-0000-0000-0000-000000000007,2025-11-14,TRAINING,67.7
00000000-0000-0000-0000-000000000007,2025-11-15,MATCH,90.6
00000000-0000-0000-0000-000000000007,2025-11-16,REST,
00000000-0000-0000-0000-000000000007,2025-11-17,TRAINING,58.4
00000000-0000-0000-0000-000000000007,2025-11-18,TRAINING,80.1
00000000-0000-0000-0000-000000000007,2025-11-19,TRAINING,53.8
00000000-0000-0000-0000-000000000007,2025-11-20,TRAINING,33.9
00000000-0000-0000-0000-000000000007,2025-11-21,TRAINING,65.7
00000000-0000-0000-0000-000000000007,2025-11-22,MATCH,92.8
00000000-0000-0000-0000-000000000007,2025-11-23,REST,
00000000-0000-0000-0000-000000000007,2025-11-24,TRAINING,64.3
00000000-0000-0000-0000-000000000007,2025-11-25,TRAINING,77.9
00000000-0000-0000-0000-000000000007,2025-11-26,TRAINING,103.5
00000000-0000-0000-0000-000000000007,2025-11-27,TRAINING,81.3
00000000-0000-0000-0000-000000000007,2025-11-28,TRAINING,79.1
00000000-0000-0000-0000-000000000007,2025-11-29,MATCH,94.1
00000000-0000-0000-0000-000000000007,2025-11-30,REST,
00000000-0000-0000-0000-000000000007,2025-12-01,TRAINING,74.0
00000000-0000-0000-0000-000000000007,2025-12-02,TRAINING,64.8
00000000-0000-0000-0000-000000000007,2025-12-03,TRAINING,91.2
00000000-0000-0000-0000-000000000007,2025-12-04,TRAINING,86.7
00000000-0000-0000-0000-000000000007,2025-12-05,TRAINING,61.6
00000000-0000-0000-0000-000000000007,2025-12-06,MATCH,88.5
00000000-0000-0000-0000-000000000007,2025-12-07,REST,
00000000-0000-0000-0000-000000000007,2025-12-08,TRAINING,81.4
00000000-0000-0000-0000-000000000007,2025-12-09,TRAINING,51.1
00000000-0000-0000-0000-000000000007,2025-12-10,TRAINING,81.4
