user_id,date,rpe,session_type
00000000-0000-0000-0000-000000000004,2025-10-21,6.7,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-22,4.6,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-23,7.7,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-24,2.9,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-25,9.3,MATCH
00000000-0000-0000-0000-000000000004,2025-10-26,,REST
00000000-0000-0000-0000-000000000004,2025-10-27,4.2,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-28,9.8,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-29,7.4,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-30,7.0,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-31,9.5,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-01,10.0,MATCH
00000000-0000-0000-0000-000000000004,2025-11-02,,REST
00000000-0000-0000-0000-000000000004,2025-11-03,7.1,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-04,3.1,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-05,6.4,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-06,6.1,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-07,6.7,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-08,7.0,MATCH
00000000-0000-0000-0000-000000000004,2025-11-09,,REST
00000000-0000-0000-0000-000000000004,2025-11-10,8.5,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-11,6.2,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-12,5.3,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-13,2.4,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-14,4.9,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-15,8.3,MATCH
00000000-0000-0000-0000-000000000004,2025-11-16,,REST
00000000-0000-0000-0000-000000000004,2025-11-17,7.7,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-18,5.6,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-19,8.0,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-20,4.1,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-21,6.2,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-22,8.0,MATCH
00000000-0000-0000-0000-000000000004,2025-11-23,,REST
00000000-0000-0000-0000-000000000004,2025-11-24,6.5,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-25,5.8,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-26,6.1,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-27,4.1,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-28,7.6,TRAINING
00000000-0000-0000-0000-000000000004,2025-11-29,8.5,MATCH
00000000-0000-0000-0000-000000000004,2025-11-30,,REST
00000000-0000-0000-0000-000000000004,2025-12-01,6.0,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-02,7.0,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-03,7.6,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-04,6.4,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-05,8.7,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-06,8.2,MATCH
00000000-0000-0000-0000-000000000004,2025-12-07,,REST
00000000-0000-0000-0000-000000000004,2025-12-08,6.4,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-09,8.9,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-10,10.0,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-11,10.0,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-12,8.7,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-13,9.9,MATCH
00000000-0000-0000-0000-000000000004,2025-12-14,,REST
00000000-0000-0000-0000-000000000004,2025-12-15,5.2,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-16,3.5,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-17,6.7,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-18,4.9,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-19,4.5,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-20,8.4,MATCH
00000000-0000-0000-0000-000000000004,2025-12-21,,REST
00000000-0000-0000-0000-000000000004,2025-12-22,8.0,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-23,4.5,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-24,5.8,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-25,5.3,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-26,7.7,TRAINING
00000000-0000-0000-0000-000000000004,2025-12-27,7.5,MATCH
00000000-0000-0000-0000-000000000004,2025-12-28,,REST
00000000-0000-0000-0000-000000000004,2025-12-29,4.0,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-01,6.4,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-02,4.8,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-03,3.9,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-04,4.8,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-05,7.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-06,8.4,MATCH
00000000-0000-0000-0000-000000000005,2025-09-07,,REST
00000000-0000-0000-0000-000000000005,2025-09-08,7.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-09,5.9,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-10,6.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-11,4.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-12,6.8,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-13,8.6,MATCH
00000000-0000-0000-0000-000000000005,2025-09-14,,REST
00000000-0000-0000-0000-000000000005,2025-09-15,3.4,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-16,4.9,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-17,4.5,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-18,4.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-19,5.7,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-20,7.8,MATCH
00000000-0000-0000-0000-000000000005,2025-09-21,,REST
00000000-0000-0000-0000-000000000005,2025-09-22,7.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-23,2.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-24,7.5,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-25,10.0,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-26,7.9,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-27,8.4,MATCH
00000000-0000-0000-0000-000000000005,2025-09-28,,REST
00000000-0000-0000-0000-000000000005,2025-09-29,6.9,TRAINING
00000000-0000-0000-0000-000000000005,2025-09-30,4.4,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-01,8.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-02,4.7,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-03,4.4,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-04,6.1,MATCH
00000000-0000-0000-0000-000000000005,2025-10-05,,REST
00000000-0000-0000-0000-000000000005,2025-10-06,4.9,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-07,5.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-08,4.8,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-09,4.6,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-10,6.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-11,7.1,MATCH
00000000-0000-0000-0000-000000000005,2025-10-12,,REST
00000000-0000-0000-0000-000000000005,2025-10-13,6.3,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-14,6.9,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-15,10.0,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-16,6.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-17,4.0,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-18,7.0,MATCH
00000000-0000-0000-0000-000000000005,2025-10-19,,REST
00000000-0000-0000-0000-000000000005,2025-10-20,5.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-21,7.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-22,5.3,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-23,7.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-24,3.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-25,7.7,MATCH
00000000-0000-0000-0000-000000000005,2025-10-26,,REST
00000000-0000-0000-0000-000000000005,2025-10-27,10.0,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-28,9.6,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-29,6.7,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-30,8.3,TRAINING
00000000-0000-0000-0000-000000000005,2025-10-31,4.0,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-01,10.0,MATCH
00000000-0000-0000-0000-000000000005,2025-11-02,,REST
00000000-0000-0000-0000-000000000005,2025-11-03,5.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-04,3.9,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-05,5.0,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-06,8.0,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-07,3.3,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-08,7.8,MATCH
00000000-0000-0000-0000-000000000005,2025-11-09,,REST
00000000-0000-0000-0000-000000000005,2025-11-10,6.3,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-11,5.6,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-12,6.7,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-13,5.0,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-14,4.6,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-15,6.5,MATCH
00000000-0000-0000-0000-000000000005,2025-11-16,,REST
00000000-0000-0000-0000-000000000005,2025-11-17,5.4,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-18,5.8,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-19,6.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-20,5.5,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-21,6.0,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-22,7.2,MATCH
00000000-0000-0000-0000-000000000005,2025-11-23,,REST
00000000-0000-0000-0000-000000000005,2025-11-24,3.3,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-25,5.5,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-26,6.4,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-27,4.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-28,5.8,TRAINING
00000000-0000-0000-0000-000000000005,2025-11-29,9.4,MATCH
00000000-0000-0000-0000-000000000005,2025-11-30,,REST
00000000-0000-0000-0000-000000000005,2025-12-01,5.4,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-02,5.5,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-03,3.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-04,3.9,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-05,4.3,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-06,8.1,MATCH
00000000-0000-0000-0000-000000000005,2025-12-07,,REST
00000000-0000-0000-0000-000000000005,2025-12-08,6.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-09,4.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-10,9.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-11,6.6,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-12,4.8,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-13,10.0,MATCH
00000000-0000-0000-0000-000000000005,2025-12-14,,REST
00000000-0000-0000-0000-000000000005,2025-12-15,6.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-16,2.2,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-17,5.7,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-18,3.8,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-19,5.7,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-20,7.6,MATCH
00000000-0000-0000-0000-000000000005,2025-12-21,,REST
00000000-0000-0000-0000-000000000005,2025-12-22,5.5,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-23,7.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-24,9.7,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-25,6.1,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-26,8.3,TRAINING
00000000-0000-0000-0000-000000000005,2025-12-27,5.9,MATCH
00000000-0000-0000-0000-000000000005,2025-12-28,,REST
00000000-0000-0000-0000-000000000005,2025-12-29,5.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-01,6.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-02,4.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-03,8.8,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-04,4.5,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-05,5.6,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-06,7.5,MATCH
00000000-0000-0000-0000-000000000006,2025-09-07,,REST
00000000-0000-0000-0000-000000000006,2025-09-08,4.1,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-09,5.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-10,5.2,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-11,6.8,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-12,6.1,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-13,8.1,MATCH
00000000-0000-0000-0000-000000000006,2025-09-14,,REST
00000000-0000-0000-0000-000000000006,2025-09-15,6.8,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-16,6.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-17,5.9,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-18,4.5,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-19,5.8,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-20,6.7,MATCH
00000000-0000-0000-0000-000000000006,2025-09-21,,REST
00000000-0000-0000-0000-000000000006,2025-09-22,8.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-23,7.8,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-24,7.9,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-25,5.5,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-26,2.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-27,10.0,MATCH
00000000-0000-0000-0000-000000000006,2025-09-28,,REST
00000000-0000-0000-0000-000000000006,2025-09-29,7.2,TRAINING
00000000-0000-0000-0000-000000000006,2025-09-30,5.6,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-01,7.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-02,4.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-03,4.8,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-04,9.8,MATCH
00000000-0000-0000-0000-000000000006,2025-10-05,,REST
00000000-0000-0000-0000-000000000006,2025-10-06,4.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-07,6.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-08,6.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-09,6.2,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-10,6.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-11,6.7,MATCH
00000000-0000-0000-0000-000000000006,2025-10-12,,REST
00000000-0000-0000-0000-000000000006,2025-10-13,5.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-14,1.9,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-15,7.7,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-16,6.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-17,4.5,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-18,6.7,MATCH
00000000-0000-0000-0000-000000000006,2025-10-19,,REST
00000000-0000-0000-0000-000000000006,2025-10-20,7.2,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-21,4.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-22,4.5,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-23,4.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-24,6.6,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-25,8.5,MATCH
00000000-0000-0000-0000-000000000006,2025-10-26,,REST
00000000-0000-0000-0000-000000000006,2025-10-27,7.8,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-28,10.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-29,9.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-30,5.9,TRAINING
00000000-0000-0000-0000-000000000006,2025-10-31,10.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-01,9.7,MATCH
00000000-0000-0000-0000-000000000006,2025-11-02,,REST
00000000-0000-0000-0000-000000000006,2025-11-03,5.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-04,5.9,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-05,7.6,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-06,5.6,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-07,5.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-08,7.1,MATCH
00000000-0000-0000-0000-000000000006,2025-11-09,,REST
00000000-0000-0000-0000-000000000006,2025-11-10,6.1,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-11,4.5,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-12,6.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-13,7.1,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-14,3.5,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-15,8.0,MATCH
00000000-0000-0000-0000-000000000006,2025-11-16,,REST
00000000-0000-0000-0000-000000000006,2025-11-17,5.2,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-18,3.8,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-19,5.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-20,7.1,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-21,5.6,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-22,6.4,MATCH
00000000-0000-0000-0000-000000000006,2025-11-23,,REST
00000000-0000-0000-0000-000000000006,2025-11-24,6.1,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-25,2.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-26,7.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-27,3.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-28,5.5,TRAINING
00000000-0000-0000-0000-000000000006,2025-11-29,7.9,MATCH
00000000-0000-0000-0000-000000000006,2025-11-30,,REST
00000000-0000-0000-0000-000000000006,2025-12-01,4.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-02,7.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-03,6.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-04,7.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-05,5.9,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-06,5.5,MATCH
00000000-0000-0000-0000-000000000006,2025-12-07,,REST
00000000-0000-0000-0000-000000000006,2025-12-08,6.4,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-09,9.5,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-10,10.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-11,8.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-12,10.0,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-13,10.0,MATCH
00000000-0000-0000-0000-000000000006,2025-12-14,,REST
00000000-0000-0000-0000-000000000006,2025-12-15,6.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-16,5.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-17,7.3,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-18,8.1,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-19,7.9,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-20,10.0,MATCH
00000000-0000-0000-0000-000000000006,2025-12-21,,REST
00000000-0000-0000-0000-000000000006,2025-12-22,4.5,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-23,6.1,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-24,4.5,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-25,7.2,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-26,4.1,TRAINING
00000000-0000-0000-0000-000000000006,2025-12-27,8.7,MATCH
00000000-0000-0000-0000-000000000006,2025-12-28,,REST
00000000-0000-0000-0000-000000000006,2025-12-29,5.8,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-01,3.1,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-02,2.5,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-03,7.3,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-04,5.8,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-05,3.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-06,7.5,MATCH
00000000-0000-0000-0000-000000000007,2025-09-07,,REST
00000000-0000-0000-0000-000000000007,2025-09-08,6.9,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-09,4.4,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-10,5.0,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-11,8.6,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-12,5.1,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-13,6.0,MATCH
00000000-0000-0000-0000-000000000007,2025-09-14,,REST
00000000-0000-0000-0000-000000000007,2025-09-15,4.7,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-16,3.1,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-17,6.5,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-18,4.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-19,4.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-20,9.7,MATCH
00000000-0000-0000-0000-000000000007,2025-09-21,,REST
00000000-0000-0000-0000-000000000007,2025-09-22,5.6,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-23,5.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-24,5.9,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-25,10.0,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-26,9.4,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-27,10.0,MATCH
00000000-0000-0000-0000-000000000007,2025-09-28,,REST
00000000-0000-0000-0000-000000000007,2025-09-29,4.6,TRAINING
00000000-0000-0000-0000-000000000007,2025-09-30,6.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-01,5.8,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-02,5.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-03,6.3,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-04,6.4,MATCH
00000000-0000-0000-0000-000000000007,2025-10-05,,REST
00000000-0000-0000-0000-000000000007,2025-10-06,4.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-07,6.4,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-08,6.0,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-09,2.4,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-10,5.5,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-11,9.6,MATCH
00000000-0000-0000-0000-000000000007,2025-10-12,,REST
00000000-0000-0000-0000-000000000007,2025-10-13,6.7,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-14,4.7,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-15,4.3,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-16,6.0,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-17,7.3,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-18,5.8,MATCH
00000000-0000-0000-0000-000000000007,2025-10-19,,REST
00000000-0000-0000-0000-000000000007,2025-10-20,5.9,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-21,5.0,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-22,5.8,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-23,3.4,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-24,7.3,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-25,9.0,MATCH
00000000-0000-0000-0000-000000000007,2025-10-26,,REST
00000000-0000-0000-0000-000000000007,2025-10-27,9.8,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-28,10.0,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-29,7.4,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-30,8.8,TRAINING
00000000-0000-0000-0000-000000000007,2025-10-31,9.8,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-01,10.0,MATCH
00000000-0000-0000-0000-000000000007,2025-11-02,,REST
00000000-0000-0000-0000-000000000007,2025-11-03,5.1,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-04,5.3,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-05,7.6,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-06,5.5,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-07,7.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-08,7.4,MATCH
00000000-0000-0000-0000-000000000007,2025-11-09,,REST
00000000-0000-0000-0000-000000000007,2025-11-10,7.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-11,5.6,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-12,6.4,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-13,4.5,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-14,5.9,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-15,6.9,MATCH
00000000-0000-0000-0000-000000000007,2025-11-16,,REST
00000000-0000-0000-0000-000000000007,2025-11-17,4.9,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-18,5.0,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-19,5.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-20,7.0,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-21,4.8,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-22,7.6,MATCH
00000000-0000-0000-0000-000000000007,2025-11-23,,REST
00000000-0000-0000-0000-000000000007,2025-11-24,7.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-25,6.4,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-26,2.9,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-27,3.3,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-28,6.1,TRAINING
00000000-0000-0000-0000-000000000007,2025-11-29,7.0,MATCH
00000000-0000-0000-0000-000000000007,2025-11-30,,REST
00000000-0000-0000-0000-000000000007,2025-12-01,3.2,TRAINING
00000000-0000-0000-0000-000000000007,2025-12-02,4.7,TRAINING
00000000-0000-0000-0000-000000000007,2025-12-03,6.1,TRAINING
00000000-0000-0000-0000-000000000007,2025-12-04,5.0,TRAINING
00000000-0000-0000-0000-000000000007,2025-12-05,5.6,TRAINING
00000000-0000-0000-0000-000000000007,2025-12-06,7.2,MATCH
00000000-0000-0000-0000-000000000007,2025-12-07,,REST
00000000-0000-0000-0000-000000000007,2025-12-08,6.7,TRAINING
00000000-0000-0000-0000-000000000007,2025-12-09,8.8,TRAINING
00000000-0000-0000-0000-000000000007,2025-12-10,4.5,TRAINING
