athlete_id,date,rpe,duration_min,srpe,fatigue,stress,doms,sleep
00000000-0000-0000-0000-000000000003,2025-09-30,3.1,77.0,239.0,2.0,1.0,3.0,3.0
00000000-0000-0000-0000-000000000003,2025-10-01,6.2,71.6,442.1,2.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-02,3.1,89.8,276.4,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-03,6.0,64.1,387.7,1.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-04,7.2,82.5,595.6,2.0,2.0,3.0,
00000000-0000-0000-0000-000000000003,2025-10-05,,,0.0,2.0,4.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-06,4.0,66.9,265.2,2.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-10-07,7.3,65.4,480.3,1.0,3.0,3.0,1.0
00000000-0000-0000-0000-000000000003,2025-10-08,6.5,66.9,432.4,3.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-09,5.9,72.9,427.9,2.0,,3.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-10,6.8,67.0,456.1,2.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-10-11,5.9,83.1,492.5,1.0,2.0,2.0,
00000000-0000-0000-0000-000000000003,2025-10-12,,,0.0,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-10-13,4.7,56.3,264.6,3.0,,1.0,3.0
00000000-0000-0000-0000-000000000003,2025-10-14,6.1,68.0,415.9,4.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-10-15,9.1,48.9,443.4,3.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-10-16,5.8,58.1,337.2,3.0,2.0,,3.0
00000000-0000-0000-0000-000000000003,2025-10-17,4.8,77.1,367.1,1.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-10-18,5.2,91.2,471.8,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-19,,,0.0,2.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-20,8.4,68.2,569.8,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-10-21,5.9,90.4,532.3,2.0,1.0,1.0,3.0
00000000-0000-0000-0000-000000000003,2025-10-22,5.3,66.3,348.3,1.0,3.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-10-23,2.1,84.6,176.5,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-24,5.3,59.8,318.8,2.0,2.0,3.0,3.0
00000000-0000-0000-0000-000000000003,2025-10-25,7.6,87.1,664.1,,3.0,1.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-26,,,0.0,2.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-27,7.1,84.1,593.8,1.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-28,5.2,90.7,475.2,3.0,,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-29,5.1,65.1,332.1,2.0,3.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-10-30,10.0,91.9,919.1,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-10-31,8.5,60.9,515.7,2.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-01,10.0,90.4,903.7,2.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-02,,,0.0,3.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-03,5.6,73.6,409.1,4.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-04,5.5,71.8,391.5,3.0,2.0,,2.0
00000000-0000-0000-0000-000000000003,2025-11-05,3.3,67.3,224.4,1.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000003,2025-11-06,6.9,54.5,374.3,1.0,1.0,3.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-07,5.2,62.7,327.0,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-11-08,7.6,88.1,670.2,1.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000003,2025-11-09,,,0.0,2.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-10,7.7,82.6,637.3,2.0,2.0,3.0,4.0
00000000-0000-0000-0000-000000000003,2025-11-11,3.5,85.1,300.5,1.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-12,4.3,66.3,287.8,2.0,2.0,4.0,3.0
00000000-0000-0000-0000-000000000003,2025-11-13,6.0,67.6,403.8,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-11-14,6.8,63.4,433.5,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-15,6.9,86.7,596.7,2.0,3.0,,2.0
00000000-0000-0000-0000-000000000003,2025-11-16,,,0.0,2.0,2.0,3.0,3.0
00000000-0000-0000-0000-000000000003,2025-11-17,4.7,91.5,425.6,,1.0,4.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-18,6.4,100.6,648.5,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-19,8.9,59.5,530.0,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-20,5.6,57.4,321.5,,2.0,4.0,3.0
00000000-0000-0000-0000-000000000003,2025-11-21,4.3,65.5,284.1,1.0,1.0,3.0,1.0
00000000-0000-0000-0000-000000000003,2025-11-22,6.4,84.7,546.0,2.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000003,2025-11-23,,,0.0,1.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-24,5.3,56.7,299.8,1.0,3.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-11-25,6.8,61.2,414.1,3.0,3.0,1.0,1.0
00000000-0000-0000-0000-000000000003,2025-11-26,9.7,68.2,662.8,2.0,2.0,3.0,1.0
00000000-0000-0000-0000-000000000003,2025-11-27,5.6,55.6,311.6,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-11-28,8.1,91.8,739.8,2.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000003,2025-11-29,7.8,83.3,649.2,3.0,2.0,3.0,1.0
00000000-0000-0000-0000-000000000003,2025-11-30,,,0.0,4.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-12-01,5.8,58.2,338.4,,3.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-12-02,7.7,87.1,670.4,,1.0,3.0,3.0
00000000-0000-0000-0000-000000000003,2025-12-03,5.6,38.5,217.0,,3.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-12-04,4.0,85.3,343.4,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-12-05,7.3,91.6,670.7,1.0,2.0,,2.0
00000000-0000-0000-0000-000000000003,2025-12-06,5.9,91.5,540.6,2.0,2.0,3.0,3.0
00000000-0000-0000-0000-000000000003,2025-12-07,,,0.0,3.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-12-08,10.0,50.1,501.2,2.0,2.0,4.0,2.0
00000000-0000-0000-0000-000000000003,2025-12-09,8.2,79.1,651.2,3.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-12-10,7.6,47.2,357.6,3.0,3.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-12-11,7.5,70.1,526.9,3.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-12-12,7.9,66.5,526.8,3.0,3.0,3.0,3.0
00000000-0000-0000-0000-000000000003,2025-12-13,10.0,89.8,898.0,,3.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-12-14,,,0.0,2.0,3.0,3.0,3.0
00000000-0000-0000-0000-000000000003,2025-12-15,6.2,70.4,434.1,2.0,1.0,2.0,
00000000-0000-0000-0000-000000000003,2025-12-16,4.9,76.4,373.2,2.0,3.0,3.0,3.0
00000000-0000-0000-0000-000000000003,2025-12-17,2.6,82.2,215.1,2.0,4.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-12-18,5.5,75.6,415.7,2.0,3.0,1.0,1.0
00000000-0000-0000-0000-000000000003,2025-12-19,6.9,45.7,317.3,2.0,2.0,,1.0
00000000-0000-0000-0000-000000000003,2025-12-20,5.5,91.4,504.9,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-12-21,,,0.0,1.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-12-22,5.5,77.6,425.7,3.0,2.0,3.0,
00000000-0000-0000-0000-000000000003,2025-12-23,4.8,85.0,408.4,1.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-12-24,6.9,82.3,567.5,2.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-12-25,5.1,43.4,221.6,2.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-12-26,6.7,93.3,621.0,2.0,2.0,1.0,
00000000-0000-0000-0000-000000000003,2025-12-27,8.1,85.6,697.2,1.0,3.0,,3.0
00000000-0000-0000-0000-000000000003,2025-12-28,,,0.0,2.0,1.0,3.0,1.0
00000000-0000-0000-0000-000000000003,2025-12-29,6.5,87.9,572.3,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-01,4.6,74.7,346.4,2.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-09-02,8.2,52.2,429.5,2.0,2.0,,2.0
00000000-0000-0000-0000-000000000004,2025-09-03,7.0,59.7,420.5,,2.0,3.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-04,5.7,71.4,403.5,2.0,1.0,4.0,1.0
00000000-0000-0000-0000-000000000004,2025-09-05,4.1,60.3,244.8,1.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-09-06,7.8,95.0,738.6,2.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-09-07,,,0.0,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-09-08,5.3,76.1,403.5,2.0,3.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-09,6.4,60.4,384.1,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-10,6.6,87.3,576.9,,3.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-09-11,9.4,69.4,652.3,2.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000004,2025-09-12,4.8,86.5,416.5,3.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000004,2025-09-13,8.3,87.3,726.5,2.0,3.0,3.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-14,,,0.0,3.0,3.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-09-15,4.9,83.1,406.9,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-16,4.3,68.8,293.2,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-17,5.6,89.9,506.8,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-09-18,4.6,47.4,217.5,3.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-19,2.6,56.1,147.3,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-09-20,6.2,89.2,552.0,4.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000004,2025-09-21,,,0.0,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-09-22,5.6,64.5,359.4,4.0,,3.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-23,6.5,68.4,445.1,1.0,3.0,3.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-24,10.0,84.9,849.3,2.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-09-25,8.3,68.1,564.2,2.0,1.0,,3.0
00000000-0000-0000-0000-000000000004,2025-09-26,7.3,79.9,581.4,3.0,2.0,3.0,1.0
00000000-0000-0000-0000-000000000004,2025-09-27,10.0,85.5,854.6,3.0,,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-09-28,,,0.0,3.0,3.0,3.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-29,5.6,44.5,247.3,2.0,,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-09-30,5.8,86.4,502.8,3.0,3.0,,2.0
00000000-0000-0000-0000-000000000004,2025-10-01,5.1,102.2,519.4,3.0,,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-10-02,4.2,78.3,327.0,2.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-10-03,5.4,73.5,400.3,2.0,3.0,3.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-04,7.4,90.5,668.7,,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-05,,,0.0,1.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-06,6.8,95.7,647.8,2.0,2.0,,2.0
00000000-0000-0000-0000-000000000004,2025-10-07,5.5,87.2,479.5,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-10-08,4.4,86.5,384.6,3.0,1.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-10-09,4.4,91.4,398.1,1.0,2.0,2.0,4.0
00000000-0000-0000-0000-000000000004,2025-10-10,8.8,73.2,645.1,1.0,2.0,4.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-11,5.3,87.3,463.1,1.0,,3.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-12,,,0.0,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-13,7.3,83.3,612.0,,1.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-10-14,5.9,90.1,529.4,3.0,2.0,3.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-15,6.2,93.3,580.7,3.0,4.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-10-16,6.9,97.8,673.0,2.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-17,6.0,88.6,534.9,,1.0,1.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-18,7.2,87.0,625.7,2.0,1.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-10-19,,,0.0,1.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-10-20,8.1,78.2,630.7,2.0,3.0,3.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-21,6.7,76.9,515.5,3.0,3.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-22,4.6,75.2,347.3,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-23,7.7,83.3,637.8,,1.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-24,2.9,71.8,210.5,1.0,2.0,,1.0
00000000-0000-0000-0000-000000000004,2025-10-25,9.3,88.9,825.5,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-26,,,0.0,1.0,2.0,3.0,4.0
00000000-0000-0000-0000-000000000004,2025-10-27,4.2,103.4,434.2,1.0,4.0,,3.0
00000000-0000-0000-0000-000000000004,2025-10-28,9.8,73.9,723.6,1.0,1.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-10-29,7.4,91.2,676.4,2.0,3.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-30,7.0,92.2,648.4,1.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-10-31,9.5,78.7,745.0,3.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-11-01,10.0,89.1,891.3,2.0,4.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-11-02,,,0.0,2.0,3.0,2.0,4.0
00000000-0000-0000-0000-000000000004,2025-11-03,7.1,62.0,438.4,3.0,1.0,3.0,3.0
00000000-0000-0000-0000-000000000004,2025-11-04,3.1,84.2,258.3,2.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000004,2025-11-05,6.4,82.2,530.0,2.0,4.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-11-06,6.1,70.2,429.0,2.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000004,2025-11-07,6.7,74.3,496.5,1.0,2.0,4.0,3.0
00000000-0000-0000-0000-000000000004,2025-11-08,7.0,88.4,620.2,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-09,,,0.0,1.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-10,8.5,49.0,417.8,2.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-11,6.2,49.8,311.3,2.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-12,5.3,68.5,365.6,3.0,2.0,3.0,4.0
00000000-0000-0000-0000-000000000004,2025-11-13,2.4,80.8,191.8,1.0,4.0,1.0,3.0
00000000-0000-0000-0000-000000000004,2025-11-14,4.9,43.5,214.5,3.0,3.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-11-15,8.3,97.2,810.4,1.0,3.0,1.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-16,,,0.0,4.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-17,7.7,80.4,621.8,1.0,3.0,1.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-18,5.6,94.9,528.6,2.0,1.0,1.0,3.0
00000000-0000-0000-0000-000000000004,2025-11-19,8.0,92.0,738.2,1.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-11-20,4.1,78.0,318.9,1.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-11-21,6.2,47.9,294.8,2.0,,,2.0
00000000-0000-0000-0000-000000000004,2025-11-22,8.0,101.4,807.8,1.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-23,,,0.0,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-11-24,6.5,97.1,627.3,3.0,3.0,3.0,1.0
00000000-0000-0000-0000-000000000004,2025-11-25,5.8,73.9,426.7,,1.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-26,6.1,62.8,381.1,2.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-27,4.1,94.0,381.1,,2.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-28,7.6,60.1,454.5,4.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-29,8.5,89.6,758.4,3.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-11-30,,,0.0,1.0,2.0,3.0,1.0
00000000-0000-0000-0000-000000000004,2025-12-01,6.0,81.9,492.2,2.0,3.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-12-02,7.0,76.2,533.0,,3.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-12-03,7.6,79.6,606.5,2.0,1.0,4.0,3.0
00000000-0000-0000-0000-000000000004,2025-12-04,6.4,62.5,402.3,4.0,1.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-12-05,8.7,82.0,716.9,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-12-06,8.2,82.0,673.1,1.0,3.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-12-07,,,0.0,3.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-12-08,6.4,93.6,598.7,2.0,3.0,1.0,3.0
00000000-0000-0000-0000-000000000004,2025-12-09,8.9,46.3,411.8,3.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-12-10,10.0,66.8,668.4,2.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-12-11,10.0,73.7,736.8,2.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-12-12,8.7,92.7,807.3,3.0,2.0,4.0,5.0
00000000-0000-0000-0000-000000000004,2025-12-13,9.9,85.0,842.2,3.0,3.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-12-14,,,0.0,4.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-12-15,5.2,87.4,455.0,2.0,2.0,2.0,4.0
00000000-0000-0000-0000-000000000004,2025-12-16,3.5,50.0,175.1,1.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-12-17,6.7,66.0,444.2,3.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-12-18,4.9,47.1,231.6,1.0,3.0,1.0,2.0
00000000-0000-0000-0000-000000000004,2025-12-19,4.5,74.9,335.6,2.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-12-20,8.4,86.1,726.2,2.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-12-21,,,0.0,2.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-12-22,8.0,64.7,517.0,2.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000004,2025-12-23,4.5,98.1,438.9,1.0,3.0,2.0,1.0
00000000-0000-0000-0000-000000000004,2025-12-24,5.8,66.7,388.1,3.0,,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-12-25,5.3,95.3,502.0,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000004,2025-12-26,7.7,62.7,483.1,3.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000004,2025-12-27,7.5,90.5,674.5,1.0,3.0,3.0,1.0
00000000-0000-0000-0000-000000000004,2025-12-28,,,0.0,4.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000004,2025-12-29,4.0,74.2,298.2,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000005,2025-09-01,6.4,53.2,341.8,1.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-02,4.8,97.6,471.3,3.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-03,3.9,88.0,342.2,2.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-04,4.8,83.2,397.0,1.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000005,2025-09-05,7.1,86.1,615.4,3.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000005,2025-09-06,8.4,84.2,708.4,3.0,,2.0,1.0
00000000-0000-0000-0000-000000000005,2025-09-07,,,0.0,2.0,3.0,3.0,1.0
00000000-0000-0000-0000-000000000005,2025-09-08,7.2,62.2,446.1,3.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000005,2025-09-09,5.9,78.9,464.5,1.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-10,6.2,80.1,498.6,2.0,3.0,,3.0
00000000-0000-0000-0000-000000000005,2025-09-11,4.2,54.8,231.8,2.0,2.0,3.0,
00000000-0000-0000-0000-000000000005,2025-09-12,6.8,77.8,529.6,2.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-13,8.6,89.8,776.5,3.0,3.0,2.0,3.0
00000000-0000-0000-0000-000000000005,2025-09-14,,,0.0,2.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-15,3.4,89.5,303.6,2.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-16,4.9,80.1,396.2,1.0,,2.0,1.0
00000000-0000-0000-0000-000000000005,2025-09-17,4.5,99.7,451.4,2.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-18,4.2,69.9,292.7,2.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000005,2025-09-19,5.7,58.6,331.8,1.0,2.0,3.0,1.0
00000000-0000-0000-0000-000000000005,2025-09-20,7.8,98.1,767.9,2.0,2.0,3.0,3.0
00000000-0000-0000-0000-000000000005,2025-09-21,,,0.0,2.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000005,2025-09-22,7.1,80.9,578.3,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-23,2.1,74.4,153.6,1.0,3.0,1.0,3.0
00000000-0000-0000-0000-000000000005,2025-09-24,7.5,62.7,473.3,2.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-25,10.0,70.1,701.1,2.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-26,7.9,69.3,544.4,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000005,2025-09-27,8.4,84.3,706.3,3.0,2.0,3.0,1.0
00000000-0000-0000-0000-000000000005,2025-09-28,,,0.0,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-29,6.9,43.4,300.9,2.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000005,2025-09-30,4.4,69.0,300.2,2.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000005,2025-10-01,8.1,86.5,702.2,2.0,3.0,2.0,1.0
00000000-0000-0000-0000-000000000005,2025-10-02,4.7,94.6,441.1,1.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000005,2025-10-03,4.4,90.1,395.6,2.0,,1.0,1.0
00000000-0000-0000-0000-000000000005,2025-10-04,6.1,95.4,585.7,1.0,3.0,,4.0
00000000-0000-0000-0000-000000000005,2025-10-05,,,0.0,3.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000005,2025-10-06,4.9,59.6,291.4,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000005,2025-10-07,5.2,79.2,409.6,1.0,3.0,,3.0
00000000-0000-0000-0000-000000000005,2025-10-08,4.8,83.3,396.4,,2.0,2.0,1.0
00000000-0000-0000-0000-000000000005,2025-10-09,4.6,84.3,390.0,3.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-10,6.2,74.1,456.6,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000005,2025-10-11,7.1,90.8,640.6,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-12,,,0.0,2.0,1.0,1.0,3.0
00000000-0000-0000-0000-000000000005,2025-10-13,6.3,105.9,670.0,1.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000005,2025-10-14,6.9,89.6,619.3,3.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-15,10.0,82.7,827.4,3.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-16,6.2,85.6,532.8,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-17,4.0,68.3,272.4,,1.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-18,7.0,93.2,652.1,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-19,,,0.0,1.0,4.0,1.0,1.0
00000000-0000-0000-0000-000000000005,2025-10-20,5.2,77.1,403.8,,1.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-21,7.1,87.9,627.2,1.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000005,2025-10-22,5.3,65.0,341.5,4.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-23,7.2,86.6,623.8,1.0,1.0,3.0,1.0
00000000-0000-0000-0000-000000000005,2025-10-24,3.1,70.3,217.3,1.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000005,2025-10-25,7.7,93.9,719.7,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-26,,,0.0,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-27,10.0,79.3,792.6,2.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-28,9.6,76.0,726.7,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000005,2025-10-29,6.7,71.1,478.6,3.0,3.0,2.0,2.0
