date,athlete_id,daily_load,fatigue,stress,soreness,sleep_quality,acwr,atl,monotony,strain,team,stress_norm,hooper_index
2020-05-13,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,780.0,4.0,2.0,2.0,4.0,1.9390819672131143,295.71,0.99,2049.3,TeamA,1.0,11.0
2020-05-14,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,1020.0,4.0,3.0,2.0,4.0,1.8601069179061027,351.43,0.92,2263.2,TeamA,1.5,11.5
2020-05-15,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,770.0,,,,,2.219907630135668,461.43,1.23,3972.9,TeamA,,
2020-05-16,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,2.0,2.0,1.0,4.0,2.219907630135668,461.43,1.23,3972.9,TeamA,1.0,8.0
2020-05-17,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,,,,,2.219907630135668,461.43,1.23,3972.9,TeamA,,
2020-05-18,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,420.0,2.0,2.0,3.0,3.0,2.185856591582159,487.14,1.33,4535.3,TeamA,1.0,9.0
2020-05-19,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,490.0,,,,,2.068314195373606,497.14,1.37,4767.6,TeamA,,
2020-05-20,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,350.0,,,,,1.7231274222890136,435.71,1.26,3843.0,TeamA,,
2020-05-21,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,480.0,,,,,1.4120820698617729,358.57,1.4,3514.0,TeamA,,
2020-05-22,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,630.0,,,,,1.2247947039033389,338.57,1.48,3507.6,TeamA,,
2020-05-23,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,560.0,3.0,4.0,3.0,4.0,1.412036568498465,418.57,2.2,6446.0,TeamA,2.0,12.0
2020-05-24,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,420.0,4.0,4.0,2.0,4.0,1.536685611533892,478.57,5.5,18425.0,TeamA,2.0,12.0
2020-05-25,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,500.0,3.0,3.0,3.0,4.0,1.4880500470709708,490.0,5.84,20031.2,TeamA,1.5,11.5
2020-05-26,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,360.0,3.0,2.0,2.0,4.0,1.4316559871238117,471.43,4.94,16302.0,TeamA,1.0,10.0
2020-05-27,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,660.0,3.0,1.0,2.0,2.0,1.5729579698651863,515.71,5.13,18519.3,TeamA,0.5,7.5
2020-05-28,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,3.0,2.0,4.0,1.5599036173976697,511.43,4.98,17828.4,TeamA,1.5,10.5
2020-05-29,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,500.0,3.0,3.0,2.0,4.0,1.425645772468254,492.86,5.45,18802.5,TeamA,1.5,10.5
2020-05-30,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,3.0,3.0,4.0,1.194237945098493,412.86,2.18,6300.2,TeamA,1.5,11.5
2020-05-31,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,360.0,4.0,3.0,3.0,4.0,1.127506484089578,404.29,2.13,6027.9,TeamA,1.5,12.5
2020-06-01,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,3.0,3.0,3.0,1.0600576553491352,397.14,2.12,5893.6,TeamA,1.5,10.5
2020-06-02,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,600.0,3.0,2.0,3.0,3.0,1.0892771479788927,431.43,2.17,6553.4,TeamA,1.0,10.0
2020-06-03,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,500.0,3.0,2.0,3.0,3.0,0.9870509506438286,408.57,2.27,6492.2,TeamA,1.0,10.0
2020-06-04,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,,,,,0.8795697825920343,344.29,1.51,3639.1,TeamA,,
2020-06-05,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,4.0,3.0,3.0,0.8273374233128834,337.14,1.51,3563.6,TeamA,2.0,11.0
2020-06-06,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,400.0,3.0,3.0,2.0,3.0,0.9348016785604212,394.29,2.24,6182.4,TeamA,1.5,9.5
2020-06-07,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,4.0,2.0,4.0,0.8128689632281467,342.86,1.53,3672.0,TeamA,2.0,11.0
2020-06-08,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,2.0,2.0,3.0,2.0,0.798667567378695,342.86,1.53,3672.0,TeamA,1.0,8.0
2020-06-09,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,600.0,3.0,3.0,3.0,3.0,0.7868995432741962,342.86,1.53,3672.0,TeamA,1.5,10.5
2020-06-10,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,2.0,2.0,3.0,0.6654979649879861,271.43,1.12,2128.0,TeamA,1.0,9.0
2020-06-11,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,850.0,3.0,4.0,2.0,3.0,0.9777744592946565,392.86,1.38,3795.0,TeamA,2.0,10.0
2020-06-12,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,500.0,3.0,4.0,4.0,4.0,1.0200438618860612,400.0,1.4,3920.0,TeamA,2.0,13.0
2020-06-13,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,400.0,3.0,3.0,3.0,3.0,0.9841793174716432,400.0,1.4,3920.0,TeamA,1.5,10.5
2020-06-14,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,4.0,3.0,2.0,0.9841793174716432,400.0,1.4,3920.0,TeamA,2.0,10.0
2020-06-15,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,720.0,3.0,3.0,4.0,4.0,1.0513736395454762,438.57,1.42,4359.4,TeamA,1.5,12.5
2020-06-16,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,500.0,4.0,4.0,4.0,4.0,1.0162634730538922,424.29,1.4,4158.0,TeamA,2.0,14.0
2020-06-17,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,180.0,3.0,4.0,2.0,4.0,1.093746202270131,450.0,1.66,5229.0,TeamA,2.0,11.0
2020-06-18,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,360.0,4.0,4.0,4.0,4.0,0.9333398830868987,380.0,1.75,4655.0,TeamA,2.0,14.0
2020-06-19,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,280.0,3.0,4.0,4.0,3.0,0.8832606932900872,348.57,1.63,3977.2,TeamA,2.0,12.0
2020-06-20,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,220.0,3.0,2.0,2.0,3.0,0.844078431372549,322.86,1.49,3367.4,TeamA,1.0,9.0
2020-06-21,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,4.0,3.0,3.0,4.0,0.878530612244898,322.86,1.49,3367.4,TeamA,1.5,12.5
2020-06-22,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,600.0,3.0,3.0,3.0,3.0,0.8238607270865335,305.71,1.64,3509.6,TeamA,1.5,10.5
2020-06-23,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,500.0,2.0,2.0,2.0,2.0,0.8129071715372138,305.71,1.64,3509.6,TeamA,1.0,7.0
2020-06-24,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,720.0,2.0,3.0,2.0,3.0,1.0122947568810978,382.86,1.69,4529.2,TeamA,1.5,8.5
2020-06-25,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,560.0,3.0,4.0,2.0,3.0,1.076647302035903,411.43,1.76,5068.8,TeamA,2.0,10.0
2020-06-26,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,280.0,3.0,2.0,2.0,4.0,1.0992278714365866,411.43,1.76,5068.8,TeamA,1.0,10.0
2020-06-27,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,640.0,3.0,4.0,3.0,2.0,1.1870624968524954,471.43,2.04,6732.0,TeamA,2.0,10.0
2020-06-28,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,4.0,2.0,5.0,1.2267558354367796,471.43,2.04,6732.0,TeamA,2.0,12.0
2020-06-29,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,3.0,3.0,3.0,1.0475272263110724,385.71,1.4,3780.0,TeamA,1.5,10.5
2020-06-30,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,2.0,2.0,3.0,2.0,0.9062833415035036,314.29,1.05,2310.0,TeamA,1.0,8.0
2020-07-01,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,280.0,3.0,1.0,3.0,3.0,0.7418345971144484,251.43,1.01,1777.6,TeamA,0.5,9.5
2020-07-02,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,180.0,3.0,2.0,3.0,3.0,0.570824646745425,197.14,0.91,1255.8,TeamA,1.0,10.0
2020-07-03,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,640.0,4.0,2.0,4.0,5.0,0.7058840233997842,248.57,0.93,1618.2,TeamA,1.0,14.0
2020-07-04,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,240.0,3.0,2.0,3.0,3.0,0.5525791646220015,191.43,0.89,1192.6,TeamA,1.0,10.0
2020-07-05,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,,,,,0.5525791646220015,191.43,0.89,1192.6,TeamA,,
2020-07-06,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,400.0,3.0,3.0,4.0,4.0,0.7212453574744662,248.57,1.19,2070.6,TeamA,1.5,12.5
2020-07-07,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,4.0,4.0,3.0,4.0,0.9221020366058534,312.86,1.64,3591.6,TeamA,2.0,13.0
2020-07-08,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,2.0,2.0,3.0,0.9487280504277352,337.14,1.72,4059.2,TeamA,1.0,9.0
2020-07-09,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,420.0,4.0,4.0,2.0,4.0,1.0924411764705884,371.43,1.99,5174.0,TeamA,2.0,12.0
2020-07-10,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,180.0,3.0,2.0,3.0,3.0,0.9304257844599324,305.71,1.92,4108.8,TeamA,1.0,10.0
2020-07-11,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,720.0,4.0,2.0,4.0,4.0,1.1008529411764707,374.29,1.77,4637.4,TeamA,1.0,13.0
2020-07-12,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,2.0,3.0,1.0,4.0,1.1008529411764707,374.29,1.77,4637.4,TeamA,1.5,8.5
2020-07-13,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,2.0,2.0,4.0,1.1545889332849013,381.43,1.79,4779.3,TeamA,1.0,10.0
2020-07-14,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,2.0,3.0,3.0,1.1608789603433058,381.43,1.79,4779.3,TeamA,1.0,10.0
2020-07-15,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,780.0,3.0,2.0,3.0,3.0,1.2244857142857142,428.57,1.68,5040.0,TeamA,1.0,10.0
2020-07-16,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,660.0,3.0,3.0,2.0,3.0,1.28319148346317,462.86,1.73,5605.2,TeamA,1.5,9.5
2020-07-17,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,700.0,3.0,3.0,2.0,3.0,1.4296664980969365,537.14,2.15,8084.0,TeamA,1.5,9.5
2020-07-18,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,240.0,3.0,2.0,2.0,4.0,1.2447732646175915,468.57,1.83,6002.4,TeamA,1.0,10.0
2020-07-19,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,200.0,,,,,1.2960867638240738,497.14,2.38,8282.4,TeamA,,
2020-07-20,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,580.0,3.0,2.0,3.0,3.0,1.346993679151648,515.71,2.46,8880.6,TeamA,1.0,10.0
2020-07-21,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,320.0,3.0,2.0,3.0,3.0,1.3206705097893363,497.14,2.25,7830.0,TeamA,1.0,10.0
2020-07-22,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,600.0,3.0,3.0,3.0,3.0,1.2668081904659538,471.43,2.42,7986.0,TeamA,1.5,10.5
2020-07-23,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,700.0,2.0,2.0,2.0,3.0,1.2651535238903324,477.14,2.37,7915.8,TeamA,1.0,8.0
2020-07-24,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,120.0,3.0,2.0,2.0,3.0,1.061545917131088,394.29,1.87,5161.2,TeamA,1.0,9.0
2020-07-25,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,120.0,3.0,2.0,3.0,4.0,1.0688091594400044,377.14,1.66,4382.4,TeamA,1.0,11.0
2020-07-26,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,,,,,0.9878422037068524,348.57,1.35,3294.0,TeamA,,
2020-07-27,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,540.0,3.0,1.0,3.0,3.0,0.9213199333584136,342.86,1.35,3240.0,TeamA,0.5,9.5
2020-07-28,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,480.0,4.0,3.0,3.0,3.0,0.9394281897813967,365.71,1.42,3635.2,TeamA,1.5,11.5
2020-07-29,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,660.0,3.0,3.0,2.0,3.0,0.9290820632477784,374.29,1.41,3694.2,TeamA,1.5,9.5
2020-07-30,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,550.0,3.0,3.0,3.0,3.0,0.84807844833802,352.86,1.45,3581.5,TeamA,1.5,10.5
2020-07-31,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,800.0,3.0,3.0,2.0,3.0,1.0668816235567462,450.0,1.69,5323.5,TeamA,1.5,9.5
2020-08-01,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,300.0,3.0,2.0,2.0,3.0,1.1221428065954284,475.71,1.98,6593.4,TeamA,1.0,9.0
2020-08-02,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,640.0,3.0,1.0,2.0,2.0,1.269365921350075,567.14,3.9,15483.0,TeamA,0.5,7.5
2020-08-03,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,480.0,3.0,3.0,1.0,4.0,1.242260475046704,558.57,3.76,14701.6,TeamA,1.5,9.5
2020-08-04,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,540.0,3.0,3.0,2.0,3.0,1.2523517201784216,567.14,3.9,15483.0,TeamA,1.5,9.5
2020-08-05,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,3.0,2.0,3.0,1.1861060813496445,537.14,3.71,13949.6,TeamA,1.5,9.5
2020-08-06,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,600.0,3.0,2.0,2.0,3.0,1.1850682575279234,544.29,3.71,14135.1,TeamA,1.0,9.0
2020-08-07,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,180.0,3.0,3.0,3.0,3.0,0.9922053604476474,455.71,2.99,9538.1,TeamA,1.5,10.5
2020-08-08,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,560.0,3.0,3.0,3.0,4.0,1.086623894878409,492.86,3.49,12040.5,TeamA,1.5,11.5
2020-08-09,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,3.0,1.0,3.0,0.8850453072293142,401.43,1.93,5423.3,TeamA,1.5,8.5
2020-08-10,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,360.0,4.0,3.0,2.0,4.0,0.8532951416644462,384.29,1.87,5030.3,TeamA,1.5,11.5
2020-08-11,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,2.0,3.0,3.0,0.824740207833733,371.43,1.87,4862.0,TeamA,1.0,10.0
2020-08-12,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,550.0,4.0,1.0,3.0,4.0,0.8723707422988194,385.71,1.87,5049.0,TeamA,0.5,11.5
2020-08-13,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,600.0,3.0,2.0,2.0,3.0,0.8766136363636363,385.71,1.87,5049.0,TeamA,1.0,9.0
2020-08-14,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,350.0,3.0,2.0,3.0,3.0,0.95906432748538,410.0,2.15,6170.5,TeamA,1.0,10.0
2020-08-15,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,180.0,3.0,2.0,1.0,3.0,0.8362563475644159,355.71,1.83,4556.7,TeamA,1.0,8.0
2020-08-16,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,540.0,4.0,1.0,3.0,4.0,0.9893942857142858,432.86,3.18,9635.4,TeamA,0.5,11.5
2020-08-17,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,90.0,,,,,0.9387857142857144,394.29,2.17,5989.2,TeamA,,
2020-08-18,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,3.0,4.0,3.0,0.8076951318011601,330.0,1.47,3395.7,TeamA,1.5,11.5
2020-08-19,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,790.0,3.0,3.0,4.0,3.0,0.8770464175654854,364.29,1.35,3442.5,TeamA,1.5,11.5
2020-08-20,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,600.0,,,,,0.884649942932077,364.29,1.35,3442.5,TeamA,,
2020-08-21,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,280.0,4.0,2.0,4.0,4.0,0.8485988023952097,354.29,1.3,3224.0,TeamA,1.0,13.0
2020-08-22,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,600.0,4.0,2.0,2.0,4.0,0.9531796429228788,414.29,1.52,4408.0,TeamA,1.0,11.0
2020-08-23,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,4.0,2.0,4.0,0.890661400900801,401.43,1.49,4186.9,TeamA,2.0,11.0
2020-08-24,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,3.0,2.0,4.0,0.9006559580928539,388.57,1.36,3699.2,TeamA,1.5,10.5
2020-08-25,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,180.0,,,,,0.9847400822419244,414.29,1.62,4698.0,TeamA,,
2020-08-26,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,690.0,3.0,2.0,4.0,4.0,0.94833922093933,400.0,1.7,4760.0,TeamA,1.0,12.0
2020-08-27,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,300.0,,,,,0.865038996269922,357.14,1.61,4025.0,TeamA,,
2020-08-28,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,4.0,2.0,3.0,0.8252621717973405,317.14,1.24,2752.8,TeamA,2.0,10.0
2020-08-29,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,280.0,3.0,2.0,4.0,4.0,0.7076413692415987,271.43,1.19,2261.0,TeamA,1.0,12.0
2020-08-30,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,440.0,3.0,2.0,4.0,4.0,0.7172648301144967,270.0,1.19,2249.1,TeamA,1.0,12.0
2020-08-31,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,2.0,4.0,4.0,0.8905850383631714,334.29,1.64,3837.6,TeamA,1.0,12.0
2020-09-01,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,350.0,3.0,4.0,4.0,4.0,0.9728681118919066,358.57,1.85,4643.5,TeamA,2.0,13.0
2020-09-02,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,1020.0,3.0,3.0,2.0,4.0,1.0431440104903196,405.71,1.42,4032.8,TeamA,1.5,10.5
2020-09-03,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,700.0,3.0,2.0,2.0,4.0,1.1792611464968152,462.86,1.55,5022.0,TeamA,1.0,10.0
2020-09-04,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,480.0,3.0,3.0,3.0,4.0,1.3179980655241683,531.43,2.28,8481.6,TeamA,1.5,11.5
2020-09-05,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,200.0,3.0,2.0,2.0,4.0,1.332103699149503,520.0,2.11,7680.4,TeamA,1.0,10.0
2020-09-06,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,4.0,4.0,4.0,4.0,1.1710728558253918,457.14,1.49,4768.0,TeamA,2.0,14.0
2020-09-07,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,540.0,2.0,2.0,4.0,4.0,1.184505657904685,470.0,1.52,5000.8,TeamA,1.0,11.0
2020-09-08,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,600.0,3.0,2.0,2.0,4.0,1.257547122892525,505.71,1.64,5805.6,TeamA,1.0,10.0
2020-09-09,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,400.0,3.0,3.0,4.0,4.0,1.051286574762469,417.14,1.86,5431.2,TeamA,1.5,12.5
2020-09-10,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,,,,,0.8448955669224211,317.14,1.36,3019.2,TeamA,,
2020-09-11,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,540.0,3.0,4.0,4.0,4.0,0.8523316062176166,325.71,1.36,3100.8,TeamA,2.0,13.0
2020-09-12,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,420.0,4.0,2.0,4.0,4.0,0.9140794963016048,357.14,1.52,3800.0,TeamA,1.0,13.0
2020-09-13,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,4.0,2.0,3.0,0.9615270710497268,357.14,1.52,3800.0,TeamA,2.0,10.0
2020-09-14,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,540.0,3.0,2.0,3.0,2.0,0.9216516129032256,357.14,1.52,3800.0,TeamA,1.0,9.0
2020-09-15,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,630.0,3.0,3.0,3.0,3.0,0.8815365853658537,361.43,1.51,3820.3,TeamA,1.5,10.5
2020-09-16,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,840.0,,,,,1.0303552781757692,424.29,1.45,4306.5,TeamA,,
2020-09-17,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,350.0,3.0,3.0,2.0,4.0,1.1773072531400486,474.29,1.96,6507.2,TeamA,1.5,10.5
2020-09-18,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,,,,,1.0108944662220638,397.14,1.37,3808.6,TeamA,,
2020-09-19,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,420.0,3.0,4.0,4.0,4.0,1.0277152395000388,397.14,1.37,3808.6,TeamA,2.0,13.0
2020-09-20,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,4.0,3.0,3.0,4.0,1.0723080246246894,397.14,1.37,3808.6,TeamA,1.5,12.5
2020-09-21,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,600.0,3.0,2.0,4.0,4.0,1.0355292376017764,405.71,1.38,3919.2,TeamA,1.0,12.0
2020-09-22,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,3.0,3.0,3.0,0.9466158483421768,380.0,1.35,3591.0,TeamA,1.5,10.5
2020-09-23,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,810.0,3.0,3.0,2.0,3.0,0.926055556924897,375.71,1.37,3603.1,TeamA,1.5,9.5
2020-09-24,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,,,,,0.8245822784810126,325.71,1.07,2439.6,TeamA,,
2020-09-25,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,320.0,3.0,2.0,2.0,4.0,0.9138843097212312,371.43,1.35,3510.0,TeamA,1.0,10.0
2020-09-26,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,370.0,3.0,2.0,4.0,4.0,0.8892930377892785,364.29,1.33,3391.5,TeamA,1.0,12.0
2020-09-27,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,2.0,2.0,4.0,0.9247582057725992,364.29,1.33,3391.5,TeamA,1.0,10.0
2020-09-28,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,600.0,,,,,0.9123444113301108,364.29,1.33,3391.5,TeamA,,
2020-09-29,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,3.0,2.0,2.0,4.0,0.9042595442585514,364.29,1.33,3391.5,TeamA,1.0,10.0
2020-09-30,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,300.0,3.0,2.0,2.0,3.0,0.7727369146735961,291.43,1.41,2876.4,TeamA,1.0,9.0
2020-10-01,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,360.0,,,,,0.9393424657534248,342.86,2.04,4896.0,TeamA,,
2020-10-02,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,2.0,2.0,3.0,4.0,0.8541942160639336,297.14,1.43,2974.4,TeamA,1.0,10.0
2020-10-03,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,450.0,,,,,0.8648504722665993,308.57,1.45,3132.0,TeamA,,
2020-10-04,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,350.0,4.0,2.0,4.0,4.0,0.9709713233502124,358.57,2.08,5220.8,TeamA,1.0,13.0
2020-10-05,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,3.0,2.0,4.0,0.7796000000000001,272.86,1.52,2903.2,TeamA,1.5,10.5
2020-10-06,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,350.0,,,,,0.7581141701117072,258.57,1.53,2769.3,TeamA,,
2020-10-07,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,350.0,3.0,2.0,2.0,4.0,0.7831353709216303,265.71,1.55,2883.0,TeamA,1.0,10.0
2020-10-08,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,0.0,3.0,3.0,2.0,4.0,0.6315836010492498,214.29,1.14,1710.0,TeamA,1.5,10.5
